Compound.Name,assigned_cluster_1,anthro_influenced_1,influence_type_1,notes_1,assigned_cluster_2,anthro_influenced_2,influence_type_2,notes_2,ES_Comp_Name,Tracer_key,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,cumsum_ISrawnorm,vol_frac_1,vol_frac_2,Overlap_Class
1213_2145_blob_894,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"trans-4-(Hydroxymethyl)cyclohexanecarboxylic acid, O-trimethylsilyl, trimethylsilyl ester",627,limonox_S_blob_649,625,0.000143654,0.063370583,0.230717631,IOP2_UP
1221_0832_blob_1233,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2-Deoxypentofuranose, 3TMS derivative",632,myrc_ox_L_blob_709,622,6.02E-05,0.063370583,0.230717631,IOP2_UP
1221_0832_blob_986,4,FALSE,NA,some HC influence but not clear,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",664,limonox_S_blob_725,603,3.76E-05,0.033971825,0.230717631,IOP2_UP
1221_0832_blob_571,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Citric acid, 3TMS derivative",632,limonox_S_blob_687,602,0.000850956,0.046678541,0.230717631,IOP2_UP
1202_1412_blob_895,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",773,limonox_L_blob_589,601,0.000128156,0.043048537,0.230717631,IOP2_UP
1202_1412_blob_1054,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Acetopyruvic acid, tris(trimethylsilyl)-",629,myrc_ox_L_blob_640,600,0.000116379,0.063370583,0.230717631,IOP2_UP
1202_1412_blob_910,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,i-Propyl 12-methyl-tridecanoate,670,limonox_S_blob_823,600,8.12E-05,0.043048537,0.230717631,IOP2_UP
1221_0832_blob_805,5,FALSE,NA,IEPOX and LOOOA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Isoxazolo[2,3-b]benz[1,2]oxazine, perhydro-2-methoxycarbonyl-10-methyl-5a-trimethylsilyloxy-",646,limonox_S_blob_888,593,0.00040159,0.020926693,0.230717631,IOP2_UP
1213_2145_blob_1053,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",655,limonox_S_blob_725,593,3.78E-05,NA,0.230717631,IOP2_UP
1213_2145_blob_683,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"3-Methyl-1,3-bis(trimethylsilyloxy)butane",676,limonox_S_blob_685,592,0.000267976,NA,0.230717631,IOP2_UP
1221_0832_blob_909,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",644,limonox_S_blob_685,591,0.001232641,0.063370583,0.230717631,IOP2_UP
1221_0832_blob_568,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Tricarballylic acid, 3TMS derivative",833,myrc_ox_L_blob_723,590,0.001606745,0.046678541,0.230717631,IOP2_UP
1202_1412_blob_1196,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",749,limonox_S_blob_685,585,0.000123925,0.043048537,0.230717631,IOP2_UP
1129_1334_blob_1096,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Hexanedioic acid, a-keto oxime, tris-(trimethylsilyl)-",621,myrc_ox_L_blob_628,581,3.22E-05,0.046678541,0.230717631,IOP2_UP
1129_1334_blob_1300,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Propanetriol, 2-methyl-, tris-O-(trimethylsilyl)-",666,myrc_ox_L_blob_622,578,0.000485338,0.043048537,0.230717631,IOP2_UP
1221_0832_blob_985,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",637,limonox_S_blob_725,578,9.28E-05,0.043048537,0.230717631,IOP2_UP
1213_2145_blob_983,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Trimethylsilyl 3,5-bis(trimethylsilyloxy)-3-methylvalerate",657,myrc_ox_L_blob_547,576,6.37E-06,NA,0.230717631,IOP2_UP
1221_0832_blob_899,7,FALSE,NA,total myserty,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2-Bromosebacic acid, 2TMS derivative",679,limonox_S_blob_847,566,0.000154444,0.057495434,0.230717631,IOP2_UP
1221_0832_blob_1103,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",588,limonox_S_blob_746,566,2.73E-05,NA,0.230717631,IOP2_UP
1213_2145_blob_1003,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Pentitol, 3-desoxy-tetrakis-O-(trimethylsilyl)-",708,myrc_ox_L_blob_727,562,1.72E-05,NA,0.230717631,IOP2_UP
1202_1412_blob_969,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Dodecanoic acid, 1a,2,5,5a,6,9,10,10a-octahydro-5,5a-dihydroxy-4-(hydroxymethyl)-1,1,7,9-tetramethyl-11-oxo-1H-2,8a-methanocyclopenta[a]cyclopropa[e]cyclodecen-6-yl ester, [1aR-(1aa,2a,5§,5a§,6§,8aa,9a,10aa)]-",642,limonox_L_blob_547,560,3.62E-05,0.043048537,0.230717631,IOP2_UP
1213_2145_blob_870,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"§-Lyxopyranose, 4TMS derivative",660,myrc_ox_L_blob_735,557,0.000533099,NA,0.230717631,IOP2_UP
1128_1901_blob_1147,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"3 Hydroxy-2,3-didehydrosebacic acid, tris(trimethylsilyl) derivative",604,myrc_ox_L_blob_657,554,0.000693605,0.046678541,0.230717631,IOP2_UP
1221_0832_blob_1239,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"1,2-Dithiane-4,5-diol, 2TBDMS derivative",617,limonox_S_blob_633,553,0.000293113,0.043048537,0.230717631,IOP2_UP
1221_0832_blob_1295,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",611,limonox_S_blob_754,541,4.37E-05,NA,0.230717631,IOP2_UP
1221_0832_blob_928,9,FALSE,NA,some amd HC and BB but none strong,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,1-Heptatriacotanol,645,limonox_S_blob_847,539,0.000267441,0.348714465,0.230717631,IOP2_UP
1221_0832_blob_952,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"3-Butenoic acid, 3-(trimethylsiloxy)-, trimethylsilyl ester",667,limonox_S_blob_706,537,0.001368091,0.043048537,0.230717631,IOP2_UP
1128_1901_blob_734,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2-Methyl-3,5-heptadiene, 7-trimethylsilyl-2,3-bis(trimethylsilyloxy)-",636,limonox_L_blob_611,534,2.15E-05,0.046678541,0.230717631,IOP2_UP
1213_2145_blob_1113,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",664,limonox_S_blob_1216,528,5.28E-05,0.063370583,0.230717631,IOP2_UP
1213_2145_blob_831,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"N-Acetyl glucosamine methoxime, tetrakis(trimethylsilyl)",654,limonox_S_blob_847,527,5.64E-05,NA,0.230717631,IOP2_UP
1213_2145_blob_1044,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",688,limonox_S_blob_788,527,4.86E-05,NA,0.230717631,IOP2_UP
1221_0832_blob_565,7,FALSE,NA,total myserty,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Diethanolamine, 2TMS derivative",705,myrc_ox_L_blob_622,523,0.00129491,0.057495434,0.230717631,IOP2_UP
1221_0832_blob_1117,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"7-Trimethylsilyloxy-7-methyloctanoic acid, trimethylsilyl ester",659,limonox_S_blob_725,519,1.33E-06,NA,0.230717631,IOP2_UP
1213_2145_blob_599,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2-Keto-l-gluconic acid, penta(O-trimethylsilyl)-",853,myrc_ox_L_blob_687,516,0.000291278,NA,0.230717631,IOP2_UP
1213_2145_blob_1183,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"3-Trimethylsiloxyoctanoic acid, trimethylsilyl ester",634,apin_ox_S_blob_592,510,1.49E-05,NA,0.230717631,IOP2_UP
1128_1901_blob_895,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,limonox_S_blob_687,510,1.38E-05,0.046678541,0.230717631,IOP2_UP
1128_1901_blob_739,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Thiazolo[5,4-f]quinoline, 7,9-dimethyl-",649,limonox_S_blob_720,504,0.000791549,0.046678541,0.230717631,IOP2_UP
1213_2145_blob_1189,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",668,limonox_S_blob_633,501,1.03E-05,NA,0.230717631,IOP2_UP
1128_1901_blob_1115,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",670,limonox_S_blob_687,496,2.18E-05,0.046678541,0.230717631,IOP2_UP
1213_2145_blob_971,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",642,limonox_S_blob_685,494,2.31E-05,NA,0.230717631,IOP2_UP
1213_2145_blob_1416,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2-Trimethylsilyloxyheptanoic acid, trimethylsilyl ester",578,limonox_S_blob_716,491,5.97E-06,NA,0.230717631,IOP2_UP
1213_2145_blob_846,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",642,limonox_S_blob_687,488,8.44E-05,0.063370583,0.230717631,IOP2_UP
1221_0832_blob_983,4,FALSE,NA,some HC influence but not clear,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",640,limonox_S_blob_687,486,0.000324216,0.033971825,0.230717631,IOP2_UP
1216_0703_blob_648,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Malic acid, 2TMS derivative",632,limonox_S_blob_633,486,0.000128917,NA,0.230717631,IOP2_UP
1213_2145_blob_1207,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Trimethylsilyl 3,5-bis(trimethylsilyloxy)-3-methylvalerate",650,apin_ox_S_blob_592,485,1.16E-05,NA,0.230717631,IOP2_UP
1213_2145_blob_1448,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"§-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",649,apin_ox_S_blob_592,483,2.67E-06,NA,0.230717631,IOP2_UP
1213_2145_blob_1481,7,FALSE,NA,total myserty,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",627,limonox_S_blob_687,477,9.93E-06,0.057495434,0.230717631,IOP2_UP
1213_2145_blob_1015,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",694,apin_ox_S_blob_592,475,3.59E-05,0.063370583,0.230717631,IOP2_UP
1213_2145_blob_1304,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"N-Acetyl glucosamine methoxime, tetrakis(trimethylsilyl)",642,limonox_S_blob_633,473,3.89E-06,NA,0.230717631,IOP2_UP
1216_0703_blob_940,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",687,apin_ox_S_blob_592,467,6.25E-07,NA,0.230717631,IOP2_UP
1221_0832_blob_4,8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,6-Methyl-2-tridecanone,776,bcp_ox_L_blob_598,460,0.008617025,0.063370583,0.230717631,IOP2_UP
1213_2145_blob_1035,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",634,limonox_S_blob_788,459,1.13E-05,NA,0.230717631,IOP2_UP
1216_0703_blob_899,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2-Penten-2,4-diol, 4-methyl-, bis(trimethylsilyl)ether",646,apin_ox_S_blob_592,455,1.57E-05,NA,0.230717631,IOP2_UP
1221_0832_blob_937,4,FALSE,NA,some HC influence but not clear,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"3-Octen-2-ol, (E)-, TMS derivative",689,limonox_S_blob_687,454,5.38E-05,0.033971825,0.230717631,IOP2_UP
1221_0832_blob_758,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,gamma dodecalactone,NA,10-Methylundecan-4-olide,781,bcp_ox_L_blob_729,453,0.000199734,NA,0.230717631,IOP2_UP
1213_2145_blob_1877,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",651,apin_ox_S_blob_592,450,2.11E-06,NA,0.230717631,IOP2_UP
1216_0703_blob_779,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2-Penten-2,4-diol, 4-methyl-, bis(trimethylsilyl)ether",668,limonox_S_blob_633,446,4.63E-05,NA,0.230717631,IOP2_UP
1213_2145_blob_1063,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2-Penten-2,4-diol, 4-methyl-, bis(trimethylsilyl)ether",632,apin_ox_S_blob_592,426,2.34E-05,0.046678541,0.230717631,IOP2_UP
1129_1334_blob_1270,3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Acetamide, N-[3-(diethylamino)-4-methoxyphenyl]-",658,bcp_ox_L_blob_682,421,0.000114995,0.043048537,0.230717631,IOP2_UP
1213_2145_blob_1736,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",629,apin_ox_S_blob_592,418,1.44E-05,NA,0.230717631,IOP2_UP
1128_1901_blob_912,7,FALSE,NA,total myserty,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"1,2,4,5-Tetrazine, 1,4-diethylhexahydro-",600,bcp_ox_L_blob_614,416,0.000134481,0.057495434,0.230717631,IOP2_UP
1213_2145_blob_1700,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",618,apin_ox_S_blob_751,416,4.34E-06,NA,0.230717631,IOP2_UP
1213_2145_blob_1604,4,FALSE,NA,some HC influence but not clear,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",591,apin_ox_S_blob_592,414,7.03E-06,0.033971825,0.230717631,IOP2_UP
1213_2145_blob_1723,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",633,limonox_S_blob_687,412,7.96E-06,NA,0.230717631,IOP2_UP
1216_0703_blob_1095,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Pentitol, 3-desoxy-tetrakis-O-(trimethylsilyl)-",665,limonox_S_blob_687,400,2.25E-05,NA,0.230717631,IOP2_UP
1213_2145_blob_1173,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Pentitol, 3-desoxy-tetrakis-O-(trimethylsilyl)-",665,limonox_S_blob_633,393,1.53E-05,0.046678541,0.230717631,IOP2_UP
1221_0832_blob_511,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,4-Propylacridine,653,apin_ox_S_blob_592,381,0.001745334,0.046678541,0.230717631,IOP2_UP
1129_1334_blob_693,NA,NA,NA,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"3H-Naphtho[2,3-b]furan-2-one, 3-[[2-(4-fluorophenyl)ethylamino]methyl]-5,8a-dimethyl-3a,5,6,7,8,8a,9,9a-octahydro-",692,limonox_S_blob_700,357,5.25E-05,NA,0.230717631,IOP2_UP
1221_0832_blob_569,7,FALSE,NA,total myserty,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Acetamide, N-(2-methoxy-6-methylphenyl)-",650,limonox_S_blob_638,350,0.001068696,0.057495434,0.230717631,IOP2_UP
1221_2326_blob_600,1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",3,TRUE,UP,strogn urban plume corr and strong IEPOX,squalene,NA,"6,11-Dimethyl-2,6,10-dodecatrien-1-ol",810,bcp_ox_L_blob_18,337,0.000692004,0.046678541,0.230717631,IOP2_UP
1221_0832_blob_33,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"9-Trimethylsilyloxydecanoic acid, trimethylsilyl ester",618,myrc_ox_L_blob_553,899,0.009127875,0.172096193,0.230717631,Both_UP
1221_0832_blob_22,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Hexane-1,3-dicarboxylic acid, bis(trimethylsilyl) ester",618,limonox_L_blob_559,885,0.023035356,0.172096193,0.230717631,Both_UP
1129_1334_blob_1204,12,TRUE,UP,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2-Oxooctanoic acid, TMS derivative",719,myrc_ox_L_blob_593,880,0.00010604,0.064918255,0.230717631,Both_UP
1221_0832_blob_717,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"4-Pentenoic acid, TMS derivative",733,limonox_L_blob_662,866,0.000963586,0.172096193,0.230717631,Both_UP
1221_0832_blob_35,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"5-Trimethylsilyloxy-n-valeric acid, trimethylsilyl ester",672,limonox_S_blob_604,856,0.002126495,0.172096193,0.230717631,Both_UP
1221_0832_blob_42,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Malonic acid, bis(2-trimethylsilylethyl ester",659,apin_ox_L_blob_534,853,0.007160598,0.172096193,0.230717631,Both_UP
1221_0832_blob_630,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Malic acid, 3TMS derivative",787,myrc_ox_L_blob_570,850,0.001339209,0.172096193,0.230717631,Both_UP
1128_1901_blob_1644,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"Cycloheptanol, TBDMS derivative",676,apin_ox_L_blob_579,827,5.23E-05,0.172096193,0.230717631,Both_UP
1221_0832_blob_796,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"cis-1,4-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",681,myrc_ox_L_blob_594,825,0.006828329,0.172096193,0.230717631,Both_UP
1221_0832_blob_1084,13,TRUE,UP,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"6-Oxoheptanoic acid, TMS derivative",629,limonox_L_blob_5,792,0.000514894,0.02422841,0.230717631,Both_UP
1221_0832_blob_855,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"§-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",638,apin_ox_L_blob_532,790,0.001205671,0.172096193,0.230717631,Both_UP
1202_1412_blob_756,13,TRUE,UP,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"5-(2-Hydroxy-1-methylethyl)-2-methylcyclohexanone, TBDMS derivative",630,apin_ox_S_blob_633,789,6.88E-05,0.02422841,0.230717631,Both_UP
1202_0046_blob_647,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",656,limonox_S_blob_775,766,0.000412784,0.172096193,0.230717631,Both_UP
1221_0832_blob_864,12,TRUE,UP,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",647,apin_ox_S_blob_616,721,0.001575468,0.064918255,0.230717631,Both_UP
1221_0832_blob_1113,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",679,myrc_ox_L_blob_729,710,0.000366209,0.172096193,0.230717631,Both_UP
1221_0832_blob_681,12,TRUE,UP,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2-Deoxypentofuranose, 3TMS derivative",707,apin_ox_L_blob_551,709,0.000944215,0.064918255,0.230717631,Both_UP
1221_0832_blob_895,12,TRUE,UP,NA,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",636,myrc_ox_L_blob_709,698,0.000274035,0.064918255,0.230717631,Both_UP
1213_2145_blob_686,11,TRUE,UP,Phthalic acid here; also some bb influence,3,TRUE,UP,strogn urban plume corr and strong IEPOX,NA,NA,"2-Methyl-4-pentenoic acid, TMS derivative",745,myrc_ox_L_blob_556,693,0.000776315,0.172096193,0.230717631,Both_UP
