"","Compound.Name","cluster_vol.z1","cluster_vol.z2","cluster_vol.z3","cluster_vol.z4","cluster_vol.z5","cluster_vol.z6","bbvol","anthrovol","cluster","max_corr","Assigned_Option_1","Assigned_Option_2","Assigned_option_3","Assigned_option_4","Notes","BlobID","Library Name","Compound.Name_ES","Library.Match.Factor_ES","Library.Reverse.Match.Factor_ES","LRI.I","Library.RI_ES","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Library.Reverse.Match.Factor_NISTmain","Library.RI_NISTmain","Library.Formula_NISTmain","Library.Molecular.Weight_NISTmain","Compound.Name_chamber","Library.Match.Factor_chamber","Library.Reverse.Match.Factor_chamber","Library.RI_chamber"
"65","1221_0832_blob_8",0.145955927,0.048000904,-0.024631725,0.582238518,0.642294954,0.280573282,-0.027292977,0.073875685,5,"cluster_vol.z5","5","5","5","5",NA,8,"amz_lib_1221_0832","C7 acid",469,480,1786.585366,NA,"Methyl 2,2-dimethyl-3,6,9,12-tetraoxa-2-silatetradecan-14-oate",822,825,NA,"C12H26O6Si",294,"myrc_ox_L_blob_562",497,507,1792
"66","1221_0832_blob_942",0.031023626,0.046639083,-0.032284274,0.396254803,0.648401033,0.176341682,-0.055028309,0.077455951,NA,"cluster_vol.z5","5","5","5","5",NA,942,"amz_lib_1221_0832","C7 acid",523,549,1587.912088,NA,"Tripropylene glycol monomethyl ether, TMS derivative",717,796,NA,"C13H30O4Si",278,"limonox_S_blob_701",466,480,NA
"67","1221_0832_blob_873",0.21978738,0.04548015,-0.022039343,0.53779307,0.59911018,0.238448085,-0.052871637,0.100503091,NA,"cluster_vol.z5","5","5","5","5",NA,873,"amz_lib_1221_0832","C7 acid",524,604,1812.080537,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",673,775,NA,"C15H30O5Si",318,"myrc_ox_L_blob_801",683,731,1819
"68","1128_1901_fb_add_blob_619",0.059722732,0.03836658,-0.126804655,0.415238151,0.911741335,0.151989961,-0.135226911,0.130094567,5,"cluster_vol.z5","5","5","5","5",NA,619,"amz_lib_1128_1901_fb_add","DEET",925,925,1600,1600,"Diethyltoluamide",904,906,1571,"C12H17NO",191,"bcp_ox_L_blob_26",351,352,1608
"69","1128_1901_fb_add_blob_607",0.229367343,0.004283387,0.185804728,0.46457683,0.487745971,0.250837984,-0.001464282,-0.006708607,NA,"cluster_vol.z5","5","5","5","5",NA,607,"amz_lib_1128_1901_fb_add","octadecanol",899,900,2189.705882,2191,"1-Octadecanol, TMS derivative",901,903,2152,"C21H46OSi",342,"bcp_ox_L_blob_18",357,451,NA
"70","1128_1901_blob_765",0.122165642,-0.001409202,0.105430002,0.493914395,0.602846905,0.142522088,-0.015996719,0.016398655,NA,"cluster_vol.z5","5","5","5","5",NA,765,"amz_lib_1128_1901","C7 acid",488,537,1612.121212,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",661,676,NA,"C13H27Cl3O4Si2",408,"myrc_ox_L_blob_627",628,710,1628
"71","1129_1334_blob_1556",0.090842796,-0.019077087,0.007225626,-0.113420386,0.131885353,-0.171885148,0.042874067,-0.044480626,NA,"cluster_vol.z5","5","5","5","5",NA,1556,"amz_lib_1129_1334","C7 acid",331,502,2149.62963,NA,"Phorbol",620,622,NA,"C20H28O6",364,"limonox_S_blob_701",351,531,NA
"72","1128_1901_blob_912",0.094513958,-0.019480892,-0.068892627,0.054072726,0.455386861,-0.101798905,-0.355418743,0.123121686,NA,"cluster_vol.z5","5","5","5","5",NA,912,"amz_lib_1128_1901","C7 acid",370,376,1408.695652,NA,"1,2,4,5-Tetrazine, 1,4-diethylhexahydro-",600,785,NA,"C6H16N4",144,"bcp_ox_L_blob_614",416,460,1418
"73","1128_1901_blob_993",-0.055316618,-0.041391485,0.040607116,0.112653315,0.273441392,0.010319241,-0.094678749,-0.024468308,NA,"cluster_vol.z5","5","5","5","5",NA,993,"amz_lib_1128_1901","C25",581,629,2553.043478,2545,"Hexadecanal, 2-methyl-",697,791,NA,"C17H34O",254,"myrc_ox_L_blob_655",0,582,1611
"74","1221_0832_blob_669",-0.123093553,-0.063850179,-0.096247711,0.342013033,0.394311979,0.189317301,-0.114430551,-0.041677837,NA,"cluster_vol.z5","5","5","5","5",NA,669,"amz_lib_1221_0832","C18",494,604,1816.107383,1830,"2H-Pyran, tetrahydro-2-(12-pentadecynyloxy)-",737,741,NA,"C20H36O2",308,"bcp_ox_L_blob_653",447,498,1832
"75","1221_0832_blob_749",0.113257799,-0.070000526,-0.050260483,0.449522041,0.545376161,0.059528269,-0.122022468,0.047388178,NA,"cluster_vol.z5","5","5","5","5",NA,749,"amz_lib_1221_0832","pinic acid 2",563,597,1700,1697,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",674,706,NA,"C11H22B2O6Si",300,"limonox_S_blob_648",648,676,1709
"76","1129_1334_blob_1577",-0.102121752,-0.104227557,-0.31216982,0.064465174,0.296823783,-0.170289808,-0.331872816,0.035416522,NA,"cluster_vol.z5","5","5","5","5",NA,1577,"amz_lib_1129_1334","C7 acid",314,331,1560.869565,NA,"1,3,5-Cycloheptatriene, 2,5-bis(diethylaminomethyl)-7,7-dimethyl-",598,613,NA,"C19H34N2",290,"myrc_ox_L_blob_585",371,373,1563
"77","1221_0832_blob_1014",-0.04307006,-0.106350536,-0.192065653,0.304639678,0.604755135,0.017945735,-0.207191855,-0.053793419,NA,"cluster_vol.z5","5","5","5","5",NA,1014,"amz_lib_1221_0832","squalene",419,440,2870.707071,2868,"Phthalic acid, butyl undecyl ester",768,819,NA,"C23H36O4",376,"apin_ox_S_blob_592",288,309,NA
"78","1128_1901_blob_1624",-0.06902396,-0.114706368,-0.089532302,0.199435295,0.340755155,0.065547341,-0.122813158,-0.073115848,NA,"cluster_vol.z5","5","5","5","5",NA,1624,"amz_lib_1128_1901","C7 acid",430,533,2188.235294,NA,"8-Acetyl-5,5-dimethyl-nona-2,3,8-trienoic acid, methyl ester",598,659,NA,"C14H20O3",236,"limonox_S_blob_687",437,563,NA
"79","1128_2052_blob_961",-0.06902396,-0.114706368,-0.089532302,0.199435295,0.340755155,0.065547341,-0.122813158,-0.073115848,NA,"cluster_vol.z5","5","5","5","5",NA,961,"amz_lib_1128_2052","beta-caryophyllonic acid, TMS",486,486,1931.543624,1931,"4,8,12-Trimethyltridecan-4-olide",763,828,NA,"C16H30O2",254,"bcp_ox_L_blob_607",523,524,1934
"80","1206_0924_blob_467",-0.058807425,-0.115420325,-0.126841239,-0.020665198,0.070322576,-0.083176721,-0.129003505,-0.073115848,NA,"cluster_vol.z5","5","5","5","5",NA,467,"amz_lib_1206_0924","C7 acid",367,428,3253.488372,NA,"(1S,3R,7S,8S,8aR)-8-{2-[(2R)-6-oxoox-4-en-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalene-1-yl (2S)-2-methylbutanoate",560,590,NA,"C24H34O4",386,"limonox_S_blob_687",388,469,NA
"81","1206_0924_blob_543",-0.058807425,-0.115420325,-0.126841239,-0.020665198,0.070322576,-0.083176721,-0.129003505,-0.073115848,NA,"cluster_vol.z5","5","5","5","5",NA,543,"amz_lib_1206_0924","C7 acid",379,467,3323.255814,NA,"Oleanolic acid",628,643,NA,"C30H48O3",456,"limonox_S_blob_687",393,528,NA
"82","1221_2326_blob_762",-0.087335912,-0.123553321,-0.006362376,0.346015352,0.426751362,0.370973714,-0.106010308,-0.092542673,NA,"cluster_vol.z5","5","5","5","5",NA,762,"amz_lib_1221_2326","C7 acid",318,331,2094.814815,NA,"Vinyl 2-ethylhexanoate",682,813,NA,"C10H18O2",170,"bcp_ox_L_blob_989",400,401,2087
"83","1128_2052_blob_1467",-0.075928288,-0.126437409,-0.186713459,0.033965945,0.05096091,0.0032261,-0.131381576,-0.073115848,NA,"cluster_vol.z5","5","5","5","5",NA,1467,"amz_lib_1128_2052","C12 diacid",139,419,2152.592593,2120,"Perhydrocyclopropa[e]azulene-4,5,6-triol, 1,1,4,6-tetramethyl",675,710,NA,"C15H26O3",254,"bcp_ox_L_blob_988",387,594,2192
"84","1221_0832_blob_1159",-0.075928288,-0.126437409,-0.186713459,0.033965945,0.05096091,0.0032261,-0.131381576,-0.073115848,NA,"cluster_vol.z5","5","5","5","5",NA,1159,"amz_lib_1221_0832","beta-caryophyllonic acid, TMS",622,661,1923.489933,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",630,644,NA,"C13H26BNO6Si",331,"limonox_S_blob_847",565,610,1925
"85","1221_0832_blob_1206",-0.079621909,-0.127748801,-0.166985628,0.151335763,0.360999068,-0.038175403,-0.150526314,-0.073115848,NA,"cluster_vol.z5","5","5","5","5",NA,1206,"amz_lib_1221_0832","C7 acid",456,525,2020.740741,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",658,693,NA,"C18H34OSi",294,"limonox_S_blob_687",481,576,NA
"86","1128_1901_blob_1331",0.006732811,-0.130124419,-0.161688388,0.151322923,0.459732821,0.004824082,-0.281172281,-0.101591251,NA,"cluster_vol.z5","5","5","5","5",NA,1331,"amz_lib_1128_1901","C7 acid",344,376,1492.391304,NA,"Hydroquinone bis(2-hydroxyethyl)ether",590,656,NA,"C10H14O4",198,"limonox_L_blob_624",470,481,1491
"87","1202_1412_blob_1352",-0.089552979,-0.138499075,-0.17043604,0.136821993,0.338892029,-0.032460731,-0.15915603,-0.081722062,NA,"cluster_vol.z5","5","5","5","5",NA,1352,"amz_lib_1202_1412","2-Ketoglutaric acid, tri-TMS",479,505,1632.727273,1629,"1-Hexadecanol, 2-methyl-",668,681,NA,"C17H36O",256,"myrc_ox_L_blob_627",560,585,1628
"88","1128_1901_blob_1045",0.062938483,-0.13871937,-0.043562964,0.22212759,0.363792233,-0.000858718,-0.221378503,-0.069935507,NA,"cluster_vol.z5","5","5","5","5",NA,1045,"amz_lib_1128_1901","C7 acid",484,510,2135.294118,NA,"a-D-Mannofuranoside, 1-O-decyl-",650,680,NA,"C16H32O6",320,"apin_ox_S_blob_751",501,556,NA
"89","1128_1901_blob_1189",-0.08180768,-0.158156907,-0.241262529,0.30087858,0.517056918,-0.030100495,-0.27315409,-0.073446093,NA,"cluster_vol.z5","5","5","5","5",NA,1189,"amz_lib_1128_1901","C24",303,426,2429.565217,2443,"Hexanedioic acid, bis(2-ethylhexyl) ester",749,827,2398,"C22H42O4",370,"limonox_S_blob_687",374,410,NA
"90","1128_1901_blob_1873",-0.126235565,-0.159368371,-0.224523021,0.503325426,0.548102671,0.267600331,-0.07205324,-0.13804646,NA,"cluster_vol.z5","5","5","5","5",NA,1873,"amz_lib_1128_1901","benzophenone",0,606,2516.521739,1664,"1-Propanol, 2-[2-(benzoyloxy)propoxy]-, benzoate",663,782,NA,"C20H22O5",342,"apin_ox_S_blob_751",304,477,NA
"91","1128_1901_blob_1679",-0.055782082,-0.16054646,-0.160507538,-0.061136768,0.037099439,-0.120571898,-0.189487012,-0.103919955,NA,"cluster_vol.z5","5","5","5","5",NA,1679,"amz_lib_1128_1901","octadecanal",545,558,2055.882353,2056,"Spiro[4.5]decan-7-one, 1,8-dimethyl-8,9-epoxy-4-isopropyl-",649,708,NA,"C15H24O2",236,"bcp_ox_L_blob_609",559,583,2064
"92","1221_0832_blob_905",-0.101367752,-0.16604153,-0.165152447,0.251287384,0.483478158,0.036130133,-0.185042179,-0.101444434,NA,"cluster_vol.z5","5","5","5","5",NA,905,"amz_lib_1221_0832","C7 acid",453,462,1966.442953,NA,"Silane, [2-(cyclopentyloxy)ethoxy]trimethyl-",672,761,NA,"C10H22O2Si",202,"limonox_S_blob_687",495,514,NA
"93","1128_1901_blob_943",-0.074335715,-0.167104422,-0.260415154,0.277829606,0.296783924,0.100193107,-0.098103456,-0.117996177,NA,"cluster_vol.z5","5","5","5","5",NA,943,"amz_lib_1128_1901","C7 acid",340,495,1580.434783,NA,"4-tert-Butyl-2,6-diisopropylphenol",781,800,NA,"C16H26O",234,"limonox_S_blob_746",463,489,1576
"94","1221_0832_blob_1076",-0.104286799,-0.170482568,-0.174653829,0.252659621,0.495011339,0.028694475,-0.191030486,-0.103529438,NA,"cluster_vol.z5","5","5","5","5",NA,1076,"amz_lib_1221_0832","C7 acid",400,431,1912.751678,NA,"Deoxyspergualin",623,627,NA,"C17H37N7O3",387,"limonox_S_blob_716",434,444,1911
"95","1128_1901_blob_1027",-0.104561985,-0.170891338,-0.175687539,0.252618474,0.496029125,0.027747031,-0.191614202,-0.10370168,NA,"cluster_vol.z5","5","5","5","5",NA,1027,"amz_lib_1128_1901","C27",77,528,2775.700935,2750,"Phthalic acid, hexyl octyl ester",860,880,NA,"C22H34O4",362,"limonox_S_blob_633",270,274,NA
"96","1221_0832_blob_1286",-0.131569374,-0.174546957,-0.112151948,0.254711777,0.303337844,0.210958856,-0.222784836,-0.121899961,NA,"cluster_vol.z5","5","5","5","5",NA,1286,"amz_lib_1221_0832","C7 acid",415,484,1902.013423,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",613,631,NA,"C13H26BNO6Si",331,"limonox_S_blob_725",566,610,1893
"97","1221_2326_blob_864",-0.108621677,-0.176733103,-0.24242563,0.147731172,0.336402692,-0.030989674,-0.198878664,-0.101550982,NA,"cluster_vol.z5","5","5","5","5",NA,864,"amz_lib_1221_2326","C18",451,499,1826.845638,1830,"2'-Acetonaphthone, 1',2'a,3',4',4'a,5',6',7',8',8'aa-decahydro-5'ﬂ-hydroxy-4'aﬂ,8'ﬂ-dimethyl-, (.+-.)-",690,756,NA,"C14H24O2",224,"bcp_ox_L_blob_649",589,626,1839
"98","1128_1901_blob_1226",-0.109432168,-0.195169099,-0.207141318,0.226444088,0.487004312,-0.007975487,-0.223658717,-0.11861419,NA,"cluster_vol.z5","5","5","5","5",NA,1226,"amz_lib_1128_1901","phthalimide",0,479,2700.934579,1593,"Octocrylene",809,819,NA,"C24H27NO2",361,"limonox_S_blob_687",255,347,NA
"99","1128_2052_blob_1349",-0.133000413,-0.212289177,-0.145239664,-0.057736572,-0.004064205,-0.130355512,-0.166154808,-0.154988547,NA,"cluster_vol.z5","5","5","5","5",NA,1349,"amz_lib_1128_2052","C12 diacid",349,366,2121.481481,2120,"{4-Methoxy-2-[(trimethylsilyl)oxy]phenyl}(phenyl)methanone",741,767,NA,"C17H20O3Si",300,"apin_ox_S_blob_592",262,402,NA
"100","1128_1901_blob_1775",-0.124869417,-0.24767552,-0.09746505,-0.276449333,-0.093972473,-0.321194157,-0.309732581,-0.213044688,NA,"cluster_vol.z5","5","5","5","5",NA,1775,"amz_lib_1128_1901","C7 acid",501,612,1649.69697,NA,"4-Hexenoic acid, 4-methyl-6-(fluorodimethylsilyl)-6-trimethylsilyl-",630,649,NA,"C12H25FO2Si2",276,"limonox_S_blob_738",590,658,1641
"101","1221_0832_blob_1087",-0.195796458,-0.28870435,-0.185190802,0.154236699,0.252602115,0.158834999,-0.281053149,-0.227847684,NA,"cluster_vol.z5","5","5","5","5",NA,1087,"amz_lib_1221_0832","beta-caryophyllinic acid, TMS",588,598,2056.296296,2060,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",644,661,NA,"C14H24O4",256,"limonox_S_blob_687",511,597,NA
"102","1202_0046_blob_1563",-0.21890565,-0.323145946,-0.338058826,-0.106661274,0.050725313,-0.030001031,-0.203163396,-0.267650132,NA,"cluster_vol.z5","5","5","5","5",NA,1563,"amz_lib_1202_0046","beta-nocaryophyllonic acid, TMS",512,568,1977.027027,1985,"a-D-Glucofuranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,5-bis(butylboronate)",658,698,NA,"C17H34B2O6Si",384,"bcp_ox_L_blob_678",541,628,1959
"103","1128_1901_blob_1306",-0.23202735,-0.360313203,-0.251211563,0.12629671,0.161257257,0.067898844,-0.331248701,-0.256959449,NA,"cluster_vol.z5","5","5","5","5",NA,1306,"amz_lib_1128_1901","octadecanal",242,554,2086.764706,2056,"i-Propyl 6,9,12-hexadecatrienoate",692,723,NA,"C19H32O2",292,"bcp_ox_L_blob_989",599,657,2087
"104","1221_0832_blob_577",0.235953208,0.316528798,0.146320801,0.395798572,0.383913072,0.231759961,0.169954939,0.340623076,NA,"cluster_vol.z4","4","4","4","4",NA,577,"amz_lib_1221_0832","C7 acid",497,549,1740.243902,NA,"D-(-)-Erythrose, tris(trimethylsilyl) ether, ethyloxime (isomer 1)",687,722,NA,"C15H37NO4Si3",379,"apin_ox_L_blob_553",671,735,1726
"105","1128_1901_blob_756",0.193378193,0.17275743,0.183217335,0.540402506,0.34384394,0.418633236,0.122460878,0.101483371,4,"cluster_vol.z4","4","4","4","4",NA,756,"amz_lib_1128_1901","farnesol",307,611,1798.787879,1832,"9,12,15-Octadecatrienoic acid, 2,3-dihydroxypropyl ester, (Z,Z,Z)-",730,737,NA,"C21H36O4",352,"bcp_ox_L_blob_8",833,846,1799
"106","1221_0832_blob_768",0.060843294,0.172715669,0.021719911,0.335027721,0.274246656,0.098319222,0.163481128,0.181153888,NA,"cluster_vol.z4","4","4","4","4",NA,768,"amz_lib_1221_0832","C30",453,715,3030.434783,3058,"1-Dodecanol, 2-octyl-",750,797,NA,"C20H42O",298,"bcp_ox_L_blob_18",339,350,NA
"107","1221_0832_blob_1202",0.076908555,0.171996984,0.019374126,0.352072117,0.268123102,0.091958028,0.165388302,0.188931653,NA,"cluster_vol.z4","4","4","4","4",NA,1202,"amz_lib_1221_0832","C7 acid",450,496,1665.853659,NA,"6-Dimethyl(trimethylsilyl)silyloxytetradecane",623,695,NA,"C19H44OSi2",344,"myrc_ox_L_blob_591",652,684,1671
"108","1221_0832_blob_1143",0.04106146,0.169820074,0.023948883,0.308211685,0.275377285,0.103514172,0.157765502,0.168307835,NA,"cluster_vol.z4","4","4","4","4",NA,1143,"amz_lib_1221_0832","C35",646,676,3562.222222,3564,"tert-Hexadecanethiol",715,737,NA,"C16H34S",258,"apin_ox_S_blob_751",329,374,NA
"109","1213_2145_blob_1604",0.153647275,0.162430277,0.107928231,0.324404411,0.157935774,-0.018993983,0.13218839,0.142041871,NA,"cluster_vol.z4","4","4","4","4",NA,1604,"amz_lib_1213_2145","C7 acid",421,503,2290.322581,NA,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",591,669,NA,"C13H29BO5Si2",332,"apin_ox_S_blob_592",414,549,NA
"110","1221_0832_blob_745",0.12151024,0.157809584,0.0721769,0.43069926,0.195675059,0.160224401,0.338382308,0.1048227,NA,"cluster_vol.z4","4","4","4","4",NA,745,"amz_lib_1221_0832","C30",794,815,3054.347826,3058,"Sulfurous acid, butyl heptadecyl ester",782,851,NA,"C21H44O3S",376,"apin_ox_S_blob_751",350,384,NA
"111","1221_0832_blob_818",0.065781212,0.153235794,-0.017668664,0.400854796,0.290200304,0.103805179,0.174426924,0.173079384,NA,"cluster_vol.z4","4","4","4","4",NA,818,"amz_lib_1221_0832","C30",556,691,3043.478261,3058,"tert-Hexadecanethiol",771,778,NA,"C16H34S",258,"apin_ox_S_blob_751",380,420,NA
"112","1221_0832_blob_752",0.071810593,0.14977384,-0.00224259,0.374065725,0.272805826,0.102350061,0.194095359,0.158663487,NA,"cluster_vol.z4","4","4","4","4",NA,752,"amz_lib_1221_0832","C29",532,772,2983.838384,2955,"Sulfurous acid, octadecyl 2-propyl ester",784,850,NA,"C21H44O3S",376,"apin_ox_S_blob_751",328,360,NA
"113","1221_0832_blob_1028",0.15044205,0.148212712,0.034070082,0.244927415,0.04244614,0.086946235,0.151860315,0.124269558,NA,"cluster_vol.z4","4","4","4","4",NA,1028,"amz_lib_1221_0832","MBTCA",608,639,1778.04878,1776,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",664,682,NA,"C13H26BNO6Si",331,"apin_ox_S_blob_708",625,691,1784
"114","1221_0832_blob_764",0.112339344,0.145472656,0.003052307,0.36633122,0.230888379,0.060420596,0.147372013,0.188009155,NA,"cluster_vol.z4","4","4","4","4",NA,764,"amz_lib_1221_0832","C29",526,731,2931.313131,2955,"tert-Hexadecanethiol",764,770,NA,"C16H34S",258,"apin_ox_S_blob_751",332,363,NA
"115","1221_0832_blob_890",0.091664313,0.142131141,0.061790421,0.390885599,0.18150051,0.027698754,0.187078466,0.157210256,NA,"cluster_vol.z4","4","4","4","4",NA,890,"amz_lib_1221_0832","C7 acid",437,535,1810.738255,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",602,610,NA,"C13H26BNO6Si",331,"limonox_S_blob_671",603,620,1817
"116","1221_0832_blob_720",0.051816605,0.1407807,-0.041108077,0.432840845,0.272332777,0.124893203,0.207350838,0.149575742,NA,"cluster_vol.z4","4","4","4","4",NA,720,"amz_lib_1221_0832","C30",384,767,3017.391304,3058,"Sulfurous acid, butyl heptadecyl ester",769,855,NA,"C21H44O3S",376,"apin_ox_S_blob_751",350,385,NA
"117","1221_0832_blob_983",0.231996354,0.138752958,0.067609261,0.39139573,0.186632652,0.030938318,0.159618315,0.16920593,NA,"cluster_vol.z4","4","4","4","4",NA,983,"amz_lib_1221_0832","C7 acid",468,545,2037.037037,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",640,645,NA,"C13H26BNO6Si",331,"limonox_S_blob_687",486,590,NA
"118","1221_0832_blob_817",0.036333707,0.133808361,-0.050720282,0.427905656,0.293657228,0.130055151,0.191821694,0.142825041,NA,"cluster_vol.z4","4","4","4","4",NA,817,"amz_lib_1221_0832","C30",303,743,3104.347826,3058,"Docosyl octyl ether",769,825,3056,"C30H62O",438,"apin_ox_S_blob_751",344,382,NA
"119","1221_0832_blob_822",0.100952885,0.13086119,-0.015873622,0.606533402,0.474678272,0.262640338,0.091469108,0.149008876,NA,"cluster_vol.z4","4","4","4","4",NA,822,"amz_lib_1221_0832","C26 acid",658,669,3086.956522,3088,"9,12,15-Octadecatrienoic acid, 2-(acetyloxy)-1-[(acetyloxy)methyl]ethyl ester, (Z,Z,Z)-",665,720,NA,"C25H40O6",436,"bcp_ox_L_blob_18",483,529,NA
"120","1221_0832_blob_778",0.016594394,0.130006026,0.010963522,0.372896451,0.256238494,0.105094806,0.171658826,0.123553935,NA,"cluster_vol.z4","4","4","4","4",NA,778,"amz_lib_1221_0832","C29",656,702,2947.474747,2955,"Tridecane, 6-cyclohexyl-",750,811,NA,"C19H38",266,"apin_ox_S_blob_751",344,378,NA
"121","1221_0832_blob_919",0.004317293,0.127139956,0.272592637,0.301444272,0.191090268,0.172072457,0.100443392,-0.054665266,NA,"cluster_vol.z4","4","4","4","4",NA,919,"amz_lib_1221_0832","C7 acid",456,512,1863.087248,NA,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",672,685,NA,"C14H24O4",256,"limonox_S_blob_804",633,665,1868
"122","1221_0832_blob_734",0.034254614,0.126963222,-0.038735294,0.416578744,0.310872983,0.113979127,0.172218269,0.141692841,NA,"cluster_vol.z4","4","4","4","4",NA,734,"amz_lib_1221_0832","C29",723,748,2961.616162,2955,"2-Methyl-Z-4-tetradecene",756,770,NA,"C15H30",210,"apin_ox_S_blob_751",362,396,NA
"123","1221_0832_blob_781",-0.006012899,0.124635806,-0.006089813,0.356552209,0.288013966,0.134019986,0.193287528,0.106545724,NA,"cluster_vol.z4","4","4","4","4",NA,781,"amz_lib_1221_0832","C30",492,728,3084.782609,3058,"tert-Hexadecanethiol",754,760,NA,"C16H34S",258,"apin_ox_S_blob_751",339,375,NA
"124","1221_0832_blob_784",0.014999274,0.121006834,-0.064898442,0.431881557,0.30124975,0.142781236,0.195573938,0.121516176,NA,"cluster_vol.z4","4","4","4","4",NA,784,"amz_lib_1221_0832","C31",454,733,3128.26087,3159,"tert-Hexadecanethiol",767,773,NA,"C16H34S",258,"apin_ox_S_blob_751",366,405,NA
"125","1221_0832_blob_1063",0.011105392,0.113383964,0.076540093,0.267388865,0.151888183,0.030414263,0.156685475,0.087870285,NA,"cluster_vol.z4","4","4","4","4",NA,1063,"amz_lib_1221_0832","C12 diacid",482,491,2117.037037,2120,"3-(2-Hydroxyethyl)-2,2,4-trimethyl-3-cyclohexene-1-carbaldehyde, TBDMS derivative",640,682,NA,"C18H34O2Si",310,"limonox_S_blob_905",605,674,2120
"126","1221_0832_blob_714",0.044087511,0.109139342,-0.040965452,0.467277094,0.426021988,0.166799911,0.129043992,0.125193472,NA,"cluster_vol.z4","4","4","4","4",NA,714,"amz_lib_1221_0832","C27",486,756,2781.308411,2750,"Sulfurous acid, butyl heptadecyl ester",807,855,NA,"C21H44O3S",376,"apin_ox_S_blob_751",321,349,NA
"127","1221_0832_blob_924",0.055655373,0.102860657,-0.075527083,0.462408732,0.263826357,0.119473707,0.192436374,0.126108888,NA,"cluster_vol.z4","4","4","4","4",NA,924,"amz_lib_1221_0832","C33",555,716,3344.827586,3363,"tert-Hexadecanethiol",768,778,NA,"C16H34S",258,"bcp_ox_L_blob_18",340,354,NA
"128","1213_2145_blob_1287",-0.00719998,0.097600289,-0.006686696,0.291847222,0.252268947,0.227600155,-0.030481864,0.058222228,NA,"cluster_vol.z4","4","4","4","4",NA,1287,"amz_lib_1213_2145","C7 acid",464,569,2141.176471,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",668,696,NA,"C13H26BNO6Si",331,"limonox_S_blob_905",500,669,2120
"129","1128_1901_blob_860",0.145698413,0.096193025,0.204017441,0.241872203,0.187776919,0.194985987,0.142472625,-0.079666874,NA,"cluster_vol.z4","4","4","4","4",NA,860,"amz_lib_1128_1901","C7 acid",406,476,1865.771812,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",650,662,NA,"C13H26BNO6Si",331,"limonox_S_blob_649",589,623,1868
"130","1221_0832_blob_847",0.005662102,0.091816965,-0.098810145,0.452333636,0.322061857,0.143442558,0.168481652,0.105637841,NA,"cluster_vol.z4","4","4","4","4",NA,847,"amz_lib_1221_0832","stigmasterol",220,493,3312.643678,3344,"tert-Hexadecanethiol",743,752,NA,"C16H34S",258,"apin_ox_S_blob_751",358,401,NA
