,BlobID,Compound.Name,Library Name,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,Overlap_Class,Overlap_Class1,influence_type_1,influence_type_2,assigned_cluster_1,assigned_cluster_2
117,843,1221_0832_blob_843,amz_lib_1221_0832,C7 acid,474,559,1752.439024,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,675,NA,C13H26BNO6Si,331,myrc_ox_L_blob_573,638,677,1757,Both_UP,Common_Class,UP,UP,11,3
852,1038,1202_1412_blob_1038,amz_lib_1202_1412,phthalic acid,498,687,1715.151515,1714,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",679,709,NA,C13H26BNO6Si,331,limonox_S_blob_775,638,710,1722,Both_UP,Common_Class,UP,UP,11,3
121,834,1221_0832_blob_834,amz_lib_1221_0832,C7 acid,452,539,1867.114094,NA,"2-Bromosebacic acid, 2TMS derivative",658,739,NA,C16H33BrO4Si2,424,limonox_S_blob_649,637,681,1868,Both_UP,Common_Class,UP,UP,11,3
983,812,1129_1334_blob_812,amz_lib_1129_1334,C7 acid,510,622,1744.242424,NA,2-Isopropyl-3-keto-trimethylsilylbutyrate,641,758,NA,C10H20O3Si,216,myrc_ox_L_blob_553,637,656,1739,Both_UP,Common_Class,UP,UP,12,3
819,1255,1202_1412_blob_1255,amz_lib_1202_1412,galactosan,470,523,1682.424242,1684,"?-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",657,680,NA,C14H31BO6Si2,362,limonox_S_blob_720,636,696,1675,Both_UP,Common_Class,UP,UP,11,3
412,659,1213_2145_blob_659,amz_lib_1213_2145,C7 acid,421,504,1753.658537,NA,"Diethylmalonic acid, 2TMS derivative",679,731,NA,C13H28O4Si2,304,myrc_ox_L_blob_727,632,739,1774,Both_UP,Common_Class,UP,UP,11,3
862,967,1202_0046_blob_967,amz_lib_1202_0046,mannosan,578,669,1710.97561,1706,"Pentanedioic acid, 2,3-bis[(trimethylsilyl)oxy]-, bis(trimethylsilyl) ester, (R*,S*)-",754,891,NA,C17H40O6Si4,452,myrc_ox_L_blob_735,632,722,1703,Both_UP,Common_Class,UP,UP,11,3
676,997,1202_1412_blob_997,amz_lib_1202_1412,C7 acid,435,543,1809.395973,NA,"?-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",735,757,NA,C14H31BO6Si2,362,limonox_S_blob_671,631,689,1817,Both_UP,Common_Class,UP,UP,11,3
960,996,1129_1334_blob_996,amz_lib_1129_1334,C7 acid,455,582,1873.825503,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",746,800,NA,C13H26BNO6Si,331,limonox_S_blob_649,631,697,1868,Both_UP,Common_Class,UP,UP,12,3
822,1241,1202_1412_blob_1241,amz_lib_1202_1412,farnesol,465,584,1840.268456,1832,"?-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",618,695,NA,C12H27BO5Si2,318,limonox_S_blob_823,629,695,1843,Both_UP,Common_Class,UP,UP,12,3
151,771,1221_0832_blob_771,amz_lib_1221_0832,"2-Ketoglutaric acid, tri-TMS",580,697,1645.121951,1629,"3,4-Dimethyl-1-pentamethyldisilyloxycyclohexane",701,770,NA,C13H30OSi2,258,myrc_ox_L_blob_649,628,639,1644,Both_UP,Common_Class,UP,UP,11,3
220,581,1221_0832_blob_581,amz_lib_1221_0832,C7 acid,448,469,1748.780488,NA,"4-Oxoheptanedioic acid, 2TMS derivative",709,882,1728,C13H26O5Si2,318,myrc_ox_L_blob_670,628,633,1741,Both_UP,Common_Class,UP,UP,11,3
1511,1006,1128_1901_blob_1006,amz_lib_1128_1901,threitol,527,581,1525,1521,"Malic acid, 2TMS derivative",664,706,NA,C10H22O5Si2,278,myrc_ox_L_blob_846,628,686,1529,Both_UP,Common_Class,UP,UP,11,3
92,894,1221_0832_blob_894,amz_lib_1221_0832,C7 acid,452,536,1789.02439,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",656,671,NA,C13H26BNO6Si,331,apin_ox_S_blob_708,626,694,1784,Both_UP,Common_Class,UP,UP,12,3
1464,1153,1128_1901_blob_1153,amz_lib_1128_1901,Me-OH-glutatric acid,467,569,1608.484848,1623,"5-Trimethylsilyloxy-n-valeric acid, trimethylsilyl ester",671,735,NA,C11H26O3Si2,262,limonox_S_blob_730,625,686,1595,Both_UP,Common_Class,UP,UP,12,3
207,653,1221_0832_blob_653,amz_lib_1221_0832,MBTCA,413,488,1782.926829,1776,"2-Hydroxycyclohexane-1-carboxylic acid, bis(trimethylsilyl) deriv.",659,750,NA,C13H28O3Si2,288,myrc_ox_L_blob_594,624,664,1793,Both_UP,Common_Class,UP,UP,11,3
223,575,1221_0832_blob_575,amz_lib_1221_0832,farnesol,425,534,1844.295302,1832,"exo-Norbornanol, pentamethyldisilyl ether",635,745,NA,C12H26OSi2,242,myrc_ox_L_blob_583,623,666,1834,Both_UP,Common_Class,UP,UP,11,3
1144,1067,1129_1334_blob_1067,amz_lib_1129_1334,C7 acid,456,531,1610.909091,NA,"2-Methylheptanedioic acid, 2TMS derivative",670,680,NA,C14H30O4Si2,318,limonox_L_blob_559,623,725,1632,Both_UP,Common_Class,UP,UP,11,3
413,657,1213_2145_blob_657,amz_lib_1213_2145,levoglucosan,501,537,1720.731707,1726,"Dimethylolpropionic acid, 3TMS derivative",658,726,NA,C14H34O4Si3,350,myrc_ox_L_blob_709,622,707,1709,Both_UP,Common_Class,UP,UP,11,3
134,807,1221_0832_blob_807,amz_lib_1221_0832,C7 acid,405,451,1595.604396,NA,"Silane, [(1-methoxy-1,3-propanediyl)bis(oxy)]bis[trimethyl-",721,797,NA,C10H26O3Si2,250,limonox_S_blob_730,621,634,1595,Both_UP,Common_Class,UP,UP,13,3
160,748,1221_0832_blob_748,amz_lib_1221_0832,"2-Ketoglutaric acid, tri-TMS",552,612,1636.585366,1629,"3 Hydroxy-2,3-didehydrosebacic acid, tris(trimethylsilyl) derivative",725,824,NA,C19H40O5Si3,432,myrc_ox_L_blob_613,620,665,1627,Both_UP,Common_Class,UP,UP,11,3
1129,1109,1129_1334_blob_1109,amz_lib_1129_1334,C9 Diacid (azelaic acid),531,614,1832.214765,1822,"9-Trimethylsilyloxydecanoic acid, trimethylsilyl ester",597,670,NA,C16H36O3Si2,332,limonox_S_blob_754,618,642,1831,Both_UP,Common_Class,UP,UP,12,3
701,804,1202_1412_blob_804,amz_lib_1202_1412,"2-Ketoglutaric acid, tri-TMS",538,592,1635.151515,1629,"Trimethylsilyl 3,5-bis(trimethylsilyloxy)-3-methylvalerate",707,733,NA,C15H36O4Si3,364,myrc_ox_L_blob_613,617,668,1627,Both_UP,Common_Class,UP,UP,11,3
1329,1778,1128_1901_blob_1778,amz_lib_1128_1901,C7 acid,478,537,1585.869565,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",650,740,NA,C15H30O5Si,318,limonox_S_blob_1116,617,715,1588,Both_UP,Common_Class,UP,UP,12,3
1455,1174,1128_1901_blob_1174,amz_lib_1128_1901,C7 acid,502,556,1540.217391,NA,"3,7,11,15,18-Pentaoxa-2,19-disilaeicosane, 2,2,19,19-tetramethyl-",643,702,NA,C17H40O5Si2,380,myrc_ox_L_blob_660,617,670,1549,Both_UP,Common_Class,UP,UP,11,3
959,1000,1202_0046_blob_1000,amz_lib_1202_0046,C9 Diacid (azelaic acid),452,560,1813.513514,1822,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",665,737,NA,C13H26BNO6Si,331,apin_ox_S_blob_616,616,747,1823,Both_UP,Common_Class,UP,UP,13,3
855,1018,1202_1412_blob_1018,amz_lib_1202_1412,C7 acid,467,581,1795.151515,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",730,753,NA,C13H26BNO6Si,331,limonox_L_blob_644,615,677,1808,Both_UP,Common_Class,UP,UP,11,3
76,933,1221_0832_blob_933,amz_lib_1221_0832,C7 acid,456,509,1676.829268,NA,"3-Octen-2-ol, (E)-, TMS derivative",646,715,NA,C11H24OSi,200,myrc_ox_L_blob_812,614,640,1676,Both_UP,Common_Class,UP,UP,11,3
721,628,1202_1412_blob_628,amz_lib_1202_1412,C7 acid,469,612,1644.848485,NA,"Methyl a-Arabinofuranoside, 3TMS derivative",662,796,NA,C15H36O5Si3,380,myrc_ox_L_blob_630,614,652,1652,Both_UP,Common_Class,UP,UP,11,3
776,1547,1202_1412_blob_1547,amz_lib_1202_1412,pinonic acid,441,504,1553.005464,1550,"Pentane-2,2-dicarboxylic acid, bis(trimethylsilyl) ester",659,686,NA,C13H28O4Si2,304,myrc_ox_L_blob_609,613,676,1543,Both_UP,Common_Class,UP,UP,11,3
966,952,1129_1334_blob_952,amz_lib_1129_1334,levoglucosan,441,511,1735.757576,1726,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",659,672,NA,C13H26BNO6Si,331,limonox_S_blob_593,613,649,1732,Both_UP,Common_Class,UP,UP,11,3
137,801,1221_0832_blob_801,amz_lib_1221_0832,C7 acid,515,583,1725.609756,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",603,618,NA,C11H22B2O6Si,300,limonox_L_blob_578,612,631,1728,Both_UP,Common_Class,UP,UP,13,3
681,961,1202_1412_blob_961,amz_lib_1202_1412,farnesol,472,515,1828.187919,1832,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",636,655,NA,C14H31BO6Si2,362,apin_ox_S_blob_616,612,663,1823,Both_UP,Common_Class,UP,UP,11,3
713,729,1202_1412_blob_729,amz_lib_1202_1412,C7 acid,428,521,1860.402685,NA,"?-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",695,701,NA,C14H31BO6Si2,362,limonox_S_blob_649,612,636,1868,Both_UP,Common_Class,UP,UP,13,3
988,725,1129_1334_blob_725,amz_lib_1129_1334,pinic acid 1,530,556,1687.272727,1692,"Hexylmalonic acid, bis(trimethylsilyl)- ester",637,656,NA,C15H32O4Si2,332,apin_ox_S_blob_699,611,717,1679,Both_UP,Common_Class,UP,UP,12,3
1278,735,1128_1901_blob_735,amz_lib_1128_1901,C7 acid,417,466,1658.181818,NA,"L-(+)-Tartaric acid, 4TMS derivative",787,797,1622,C16H38O6Si4,438,apin_ox_L_blob_551,611,696,1667,Both_UP,Common_Class,UP,UP,12,3
168,731,1221_0832_blob_731,amz_lib_1221_0832,levoglucosan,539,582,1724.390244,1726,"2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)",696,727,NA,C16H40O5Si4,424,apin_ox_L_blob_553,610,626,1726,Both_UP,Common_Class,UP,UP,11,3
285,1198,1221_0832_blob_1198,amz_lib_1221_0832,pinic acid 1,433,467,1685.365854,1692,"4-Penten-2-one, 3-methyl-3-(1-methylethyl)-5-(trimethylsilyl)-",612,684,NA,C12H24OSi,212,myrc_ox_L_blob_691,610,621,1677,Both_UP,Common_Class,UP,UP,11,3
911,1539,1202_0046_blob_1539,amz_lib_1202_0046,C7 acid,414,511,1758.536585,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",651,663,NA,C13H26BNO6Si,331,limonox_S_blob_888,610,651,1750,Both_UP,Common_Class,UP,UP,11,3
1116,1154,1129_1334_blob_1154,amz_lib_1129_1334,C7 acid,374,456,1579.347826,NA,"2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)",821,834,NA,C16H40O5Si4,424,apin_ox_S_blob_570,610,743,1570,Both_UP,Common_Class,UP,UP,11,3
64,961,1221_0832_blob_961,amz_lib_1221_0832,C7 acid,467,553,1804.026846,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",629,683,NA,C15H30O4Si,302,limonox_L_blob_644,609,638,1808,Both_UP,Common_Class,UP,UP,11,3
403,787,1213_2145_blob_787,amz_lib_1213_2145,"beta-caryophyllonic acid, TMS",466,511,1922.147651,1931,"3-Methylene-1,4-bis(trimethylsilyloxy) butane",707,805,NA,C11H26O2Si2,246,limonox_S_blob_847,608,630,1925,Both_UP,Common_Class,UP,UP,12,3
242,284,1221_0832_blob_284,amz_lib_1221_0832,Humulene,553,674,1473.626374,1490,"Propanetriol, 2-methyl-, tris-O-(trimethylsilyl)-",709,748,NA,C13H34O3Si3,322,apin_ox_S_blob_592,607,637,NA,Both_UP,Common_Class,UP,UP,12,3
697,863,1202_1412_blob_863,amz_lib_1202_1412,"2-Ketoglutaric acid, tri-TMS",476,624,1641.212121,1629,"cis-1,4-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",657,671,NA,C14H28O4Si2,316,myrc_ox_L_blob_649,607,669,1644,Both_UP,Common_Class,UP,UP,11,3
1000,651,1129_1334_blob_651,amz_lib_1129_1334,C7 acid,435,497,1800,NA,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",650,672,NA,C14H31BO6Si2,362,myrc_ox_L_blob_687,607,653,1796,Both_UP,Common_Class,UP,UP,11,3
1150,1043,1129_1334_blob_1043,amz_lib_1129_1334,C7 acid,418,490,1558.695652,NA,2-Methyl-4-trimethylsilyloxy(trimethylsilyl)butyrate,657,702,NA,C11H26O3Si2,262,limonox_L_blob_605,607,680,1564,Both_UP,Common_Class,UP,UP,11,3
401,805,1213_2145_blob_805,amz_lib_1213_2145,mannosan,567,636,1703.658537,1706,"Dimethylolpropionic acid, 3TMS derivative",650,727,NA,C14H34O4Si3,350,myrc_ox_L_blob_735,606,695,1703,Both_UP,Common_Class,UP,UP,11,3
451,1159,1213_2145_blob_1159,amz_lib_1213_2145,C7 acid,428,548,1884.563758,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",667,708,NA,C13H26BNO6Si,331,limonox_S_blob_725,604,689,1893,Both_UP,Common_Class,UP,UP,11,3
219,583,1221_0832_blob_583,amz_lib_1221_0832,C7 acid,451,531,1856.375839,NA,"Hexylmalonic acid, bis(trimethylsilyl)- ester",667,702,NA,C15H32O4Si2,332,limonox_S_blob_823,603,669,1843,Both_UP,Common_Class,UP,UP,11,3
1200,990,1128_1901_blob_990,amz_lib_1128_1901,C7 acid,513,535,1456.521739,NA,"2-Buten-1-ol, TMS derivative",703,797,NA,C7H16OSi,144,apin_ox_L_blob_520,603,624,1451,Both_UP,Common_Class,UP,UP,11,3
178,712,1221_0832_blob_712,amz_lib_1221_0832,MBTCA,510,519,1780.487805,1776,"trans-4-(Hydroxymethyl)cyclohexanecarboxylic acid, O-trimethylsilyl, trimethylsilyl ester",641,650,NA,C14H30O3Si2,302,apin_ox_S_blob_708,599,630,1784,Both_UP,Common_Class,UP,UP,11,3
961,991,1129_1334_blob_991,amz_lib_1129_1334,MBTCA,503,535,1769.69697,1776,"Butylethylmalonic acid, bis(trimethylsilyl)- ester",643,693,NA,C15H32O4Si2,332,limonox_L_blob_637,599,625,1774,Both_UP,Common_Class,UP,UP,12,3
1059,1466,1129_1334_blob_1466,amz_lib_1129_1334,C7 acid,492,623,1644.848485,NA,"3-(5-Oxooxolan-2-yl)propanoic acid, TMS derivative",639,676,NA,C10H18O4Si,230,limonox_S_blob_759,599,661,1647,Both_UP,Common_Class,UP,UP,13,3
347,100,1221_0832_blob_100,amz_lib_1221_0832,phthalic acid,908,908,1714.634146,1714,tert-Butylpentamethyldisiloxane,679,784,NA,C9H24OSi2,204,limonox_S_blob_633,597,645,NA,Both_UP,Common_Class,UP,UP,11,3
1373,1492,1128_1901_blob_1492,amz_lib_1128_1901,C7 acid,430,541,1853.691275,NA,"?-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",645,656,NA,C14H31BO6Si2,362,limonox_S_blob_756,597,666,1850,Both_UP,Common_Class,UP,UP,12,3
185,694,1221_0832_blob_694,amz_lib_1221_0832,C7 acid,412,495,1895.302013,NA,"4,6-Diketooctanoic acid,O,O'- bis(trimethylsilyl)",647,652,NA,C14H28O4Si2,316,limonox_S_blob_725,594,619,1893,Both_UP,Common_Class,UP,UP,12,3
1411,1322,1128_1901_blob_1322,amz_lib_1128_1901,"2-Ketoglutaric acid, tri-TMS",511,533,1629.090909,1629,"2-Ethylacetoacetate, O,O'-bis(trimethylsilyl)-",634,754,NA,C12H26O3Si2,274,apin_ox_S_blob_608,594,631,1630,Both_UP,Common_Class,UP,UP,11,3
837,1125,1202_1412_blob_1125,amz_lib_1202_1412,C7 acid,357,503,1808.053691,NA,"Ethylmethylmalonic acid, bis(trimethylsilyl) ester",634,707,NA,C12H26O4Si2,290,myrc_ox_L_blob_640,591,626,1816,Both_UP,Common_Class,UP,UP,11,3
934,1246,1202_0046_blob_1246,amz_lib_1202_0046,C12 diacid,482,542,2127.941176,2120,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",714,770,NA,C13H26BNO6Si,331,limonox_S_blob_905,591,724,2120,Both_UP,Common_Class,UP,UP,11,3
208,652,1221_0832_blob_652,amz_lib_1221_0832,C7 acid,441,521,1724.390244,NA,"Borneol, pentamethyldisilanyl ether",621,745,NA,C15H32OSi2,284,limonox_S_blob_1120,589,649,1718,Both_UP,Common_Class,UP,UP,11,3
45,993,1221_0832_blob_993,amz_lib_1221_0832,C7 acid,403,448,1907.38255,NA,Epistephamiersine,578,701,NA,C21H27NO6,389,limonox_L_blob_564,588,637,1893,Both_UP,Common_Class,UP,UP,11,3
1273,752,1128_1901_blob_752,amz_lib_1128_1901,erythreitol,550,566,1529.347826,1528,"Tartaric acid (2R,3R)-, 3TMS derivative",725,737,NA,C13H30O6Si3,366,myrc_ox_L_blob_592,588,662,1528,Both_UP,Common_Class,UP,UP,11,3
238,37,1221_0832_blob_37,amz_lib_1221_0832,C7 acid,423,526,1851.006711,NA,"?-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",624,664,NA,C12H27BO5Si2,318,limonox_S_blob_823,587,621,1843,Both_UP,Common_Class,UP,UP,11,3
391,906,1213_2145_blob_906,amz_lib_1213_2145,C7 acid,463,514,1771.95122,NA,"Malic acid, 2TMS derivative",643,665,NA,C10H22O5Si2,278,myrc_ox_L_blob_708,587,645,1758,Both_UP,Common_Class,UP,UP,12,3
198,672,1221_0832_blob_672,amz_lib_1221_0832,C7 acid,400,451,1665.853659,NA,Tris(trimethylsiloxy)ethylene,676,770,NA,C11H28O3Si3,292,apin_ox_L_blob_551,586,643,1667,Both_UP,Common_Class,UP,UP,12,3
279,1213,1221_0832_blob_1213,amz_lib_1221_0832,phthalic acid,472,559,1719.512195,1714,"Isoborneol, pentamethyldisilanyl ether",637,707,NA,C15H32OSi2,284,myrc_ox_L_blob_709,586,624,1709,Both_UP,Common_Class,UP,UP,13,3
965,957,1129_1334_blob_957,amz_lib_1129_1334,levoglucosan,513,551,1732.121212,1726,"10,12-Docosadiynedioic acid, 2TMS derivative",615,617,NA,C28H50O4Si2,506,limonox_S_blob_593,586,612,1732,Both_UP,Common_Class,UP,UP,11,3
720,635,1202_1412_blob_635,amz_lib_1202_1412,C7 acid,409,563,1869.798658,NA,"?-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",666,668,NA,C27H52N2O10Si3,648,limonox_S_blob_649,585,650,1868,Both_UP,Common_Class,UP,UP,11,3
981,821,1129_1334_blob_821,amz_lib_1129_1334,C7 acid,440,535,1923.489933,NA,"Citric acid, 3TMS derivative",612,655,NA,C15H32O7Si3,408,limonox_L_blob_581,585,604,1925,Both_UP,Common_Class,UP,UP,11,3
390,907,1213_2145_blob_907,amz_lib_1213_2145,C7 acid,480,588,1881.879195,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",663,693,NA,C13H26BNO6Si,331,limonox_S_blob_725,583,656,1893,Both_UP,Common_Class,UP,UP,11,3
1226,896,1128_1901_blob_896,amz_lib_1128_1901,C7 acid,394,521,1793.939394,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",622,641,NA,C16H37BO6Si3,420,myrc_ox_L_blob_727,582,682,1774,Both_UP,Common_Class,UP,UP,12,3
1111,1179,1129_1334_blob_1179,amz_lib_1129_1334,C7 acid,412,528,1896.644295,NA,"?-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",646,650,NA,C27H52N2O10Si3,648,limonox_S_blob_725,581,669,1893,Both_UP,Common_Class,UP,UP,12,3
1032,1662,1129_1334_blob_1662,amz_lib_1129_1334,C7 acid,422,529,1655.757576,NA,"2-Oxiranemethanol, a,alpha.-dimethyl-3-[1-(t-butyldimethylsilyloxy)pentyl]-",592,632,NA,C16H34O3Si,302,limonox_S_blob_763,579,610,1661,Both_UP,Common_Class,UP,UP,11,3
386,956,1213_2145_blob_956,amz_lib_1213_2145,C7 acid,444,506,1981.208054,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",664,704,NA,C13H27Cl3O4Si2,408,limonox_S_blob_685,578,660,1963,Both_UP,Common_Class,UP,UP,12,3
1069,1414,1129_1334_blob_1414,amz_lib_1129_1334,erythreitol,618,649,1532.608696,1528,"d-Erythrotetrofuranose, tris-O-(trimethylsilyl)-",678,749,NA,C13H32O4Si3,336,myrc_ox_L_blob_846,577,636,1529,Both_UP,Common_Class,UP,UP,11,3
170,729,1221_0832_blob_729,amz_lib_1221_0832,C7 acid,463,537,1802.684564,NA,"Isoborneol, pentamethyldisilanyl ether",629,693,NA,C15H32OSi2,284,limonox_S_blob_671,576,638,1817,Both_UP,Common_Class,UP,UP,13,3
217,618,1221_0832_blob_618,amz_lib_1221_0832,C7 acid,476,578,1879.194631,NA,"a-D-Glucopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",668,715,NA,C14H31BO6Si2,362,limonox_S_blob_649,575,619,1868,Both_UP,Common_Class,UP,UP,11,3
987,743,1129_1334_blob_743,amz_lib_1129_1334,MBTCA,473,541,1786.666667,1776,"D-Xylose, 4TMS derivative",861,919,NA,C17H42O5Si4,438,myrc_ox_L_blob_687,575,600,1796,Both_UP,Common_Class,UP,UP,11,3
106,867,1221_0832_blob_867,amz_lib_1221_0832,C7 acid,431,492,1840.268456,NA,"Tartaric acid (2R,3R)-, 3TMS derivative",625,644,NA,C13H30O6Si3,366,apin_ox_S_blob_616,574,671,1823,Both_UP,Common_Class,UP,UP,11,3
453,1085,1213_2145_blob_1085,amz_lib_1213_2145,C7 acid,486,583,1911.409396,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",681,704,NA,C16H37BO6Si3,420,limonox_S_blob_814,574,669,1899,Both_UP,Common_Class,UP,UP,12,3
1407,1336,1128_1901_blob_1336,amz_lib_1128_1901,C7 acid,496,521,1425,NA,"2-Buten-1-ol, TMS derivative",652,755,NA,C7H16OSi,144,myrc_ox_L_blob_593,574,640,1438,Both_UP,Common_Class,UP,UP,11,3
244,224,1221_0832_blob_224,amz_lib_1221_0832,C7 acid,451,540,1966.442953,NA,Succinylacetone ho-tms pk1,611,654,NA,C16H36N2O4Si3,404,limonox_S_blob_685,573,639,1963,Both_UP,Common_Class,UP,UP,11,3
1300,620,1128_1901_blob_620,amz_lib_1128_1901,C7 acid,361,439,1405.434783,NA,"3-Butenoic acid, 3-(trimethylsiloxy)-, trimethylsilyl ester",694,723,NA,C10H22O3Si2,246,myrc_ox_L_blob_619,573,651,1402,Both_UP,Common_Class,UP,UP,12,3
190,686,1221_0832_blob_686,amz_lib_1221_0832,C7 acid,410,491,1875.167785,NA,"1,12-Dodecanediol, 2TMS derivative",599,626,NA,C18H42O2Si2,346,limonox_S_blob_804,572,645,1868,Both_UP,Common_Class,UP,UP,11,3
825,1210,1202_1412_blob_1210,amz_lib_1202_1412,Humulene,517,598,1490.710383,1490,"D-(-)-Citramalic acid, 3TMS derivative",788,847,1487,C14H32O5Si3,364,apin_ox_L_blob_619,572,724,1500,Both_UP,Common_Class,UP,UP,11,3
1118,1148,1129_1334_blob_1148,amz_lib_1129_1334,C7 acid,399,442,1749.090909,NA,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",664,738,NA,C13H29BO5Si2,332,limonox_S_blob_888,571,608,1750,Both_UP,Common_Class,UP,UP,11,3
440,1240,1213_2145_blob_1240,amz_lib_1213_2145,"beta-nocaryophyllonic acid, TMS",481,509,1982.550336,1985,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",699,732,NA,C13H26BNO6Si,331,limonox_S_blob_788,568,651,1989,Both_UP,Common_Class,UP,UP,11,3
969,928,1129_1334_blob_928,amz_lib_1129_1334,bisabolol,432,493,1763.636364,1770,"?-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",643,684,NA,C17H37BO6Si2,404,myrc_ox_L_blob_727,566,658,1774,Both_UP,Common_Class,UP,UP,11,3
44,994,1221_0832_blob_994,amz_lib_1221_0832,C7 acid,392,446,2004.444444,NA,"Isoborneol, pentamethyldisilanyl ether",612,702,NA,C15H32OSi2,284,limonox_S_blob_633,565,681,NA,Both_UP,Common_Class,UP,UP,11,3
155,759,1221_0832_blob_759,amz_lib_1221_0832,C7 acid,499,560,1693.902439,NA,2-Isopropyl-3-keto-trimethylsilylbutyrate,698,740,NA,C10H20O3Si,216,limonox_S_blob_713,565,585,1699,Both_UP,Common_Class,UP,UP,12,3
393,882,1213_2145_blob_882,amz_lib_1213_2145,farnesol,439,480,1833.557047,1832,"1,3,5-Pentanetriol, 3TMS derivative",657,674,NA,C14H36O3Si3,336,apin_ox_S_blob_616,562,589,1823,Both_UP,Common_Class,UP,UP,12,3
437,1263,1213_2145_blob_1263,amz_lib_1213_2145,C7 acid,392,546,1885.90604,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",603,680,NA,C13H26BNO6Si,331,limonox_S_blob_725,560,653,1893,Both_UP,Common_Class,UP,UP,13,3
