Compound.Name,cumsum_ISnormnorm,AMS1_PMF_1r2,AMS1_PMF_2r2,AMS1_PMF_3r2,AMS1_PMF_4r2,AMS1_PMF_5r2,AMS1_PMF_6r2,AMS2_PMF_1r2,AMS2_PMF_2r2,AMS2_PMF_3r2,AMS2_PMF_4r2,AMS2_PMF_5r2,AMS2_PMF_6r2,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,A1,BB1,BB2,BB3,BB4,BB5,ISOP1,ISOP2,ISOP3,MT1,MT2,MT3,SQT1,SQT2,SQT3,SQT4,SQT5,man_cat1,man_cat1_alternate,man_cat1_certainty,man_cat1_notes
1221_0832_blob_968,0.000254402,0.205305403,0.562192909,0.136345076,-0.200699829,-0.13852529,-0.35769851,0.675524328,-0.314728437,-0.390946385,-0.15976019,-0.13335907,-0.225246783,levoglucosan,523,656,1742.682927,1726,"Arabinitol, 5TMS derivative",777,822,NA,C20H52O5Si5,apin_ox_L_blob_553,549,625,1726,0.864578165,0.115101099,NA,0.528315846,0.838962527,0.581259141,0.432329803,0.47316687,0.532061164,0.247887491,0.46317082,0.846718882,NA,0,0.470816251,1,0.185062794,NYC,,,
1221_0832_blob_967,0.001419197,0.626308158,0.460177675,0.567352523,0.48373491,0.775346369,0.141566455,0.363034186,-0.026369507,0.140623979,0.527491773,0.69357332,0.53852384,4-hydroxybenzoic acid,746,780,1652.439024,1651,"4-Hydroxybenzoic acid, 2TMS derivative",715,801,1635,C13H22O3Si2,myrc_ox_L_blob_633,456,616,1644,0.659486158,0.828541051,NA,0.624262904,0.680188077,1,0.578351059,0.538217569,0.448774563,0.812448363,0.623793314,0.597400646,NA,0.787728378,0.728028393,0.544247971,0.841742077,BB,,H,is tracer: BB5
1221_0832_blob_966,0.00013149,0.997887006,-0.029338701,0.622927679,-0.517662186,-0.025981381,-0.465845073,0.364793548,0.428512209,-0.170434836,-0.150382446,-0.090882995,-0.391586855,pinic acid 1,550,577,1689.02439,1692,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",652,671,NA,C15H30O4Si,limonox_S_blob_720,639,688,1675,0.970486146,0.590438826,NA,0,0,0.977341922,0.984424767,0.99656547,0.975277451,0.521580552,0.59301606,0.935283468,NA,0,1,0,0.619998505,A,,,
1221_0832_blob_965,0.00030471,0.608696585,0.407791542,0.531514566,0.132572365,0.642002626,-0.122108293,0.077849392,0.173765301,-0.048377015,0.231803119,0.255385838,0.194693869,"2-Ketoglutaric acid, tri-TMS",529,608,1640.243902,1629,"1,7-Heptanediol, 2TMS derivative",685,775,NA,C13H32O2Si2,apin_ox_S_blob_656,663,698,1630,0.733749146,0.579972543,NA,-0.638063171,0.120723738,0.893798567,0.668855418,0.640435904,0.500458446,0.935958839,0.930267655,0.512943139,NA,0.950915497,0.893618382,-0.277021621,0.929252795,NYC,,,
1221_0832_blob_961,0.000414246,0.554021694,0.459042319,0.405940226,-0.015331553,0.292923344,-0.166812631,0.429720832,0.494460268,-0.166823801,-0.144314376,-0.038313252,-0.383237661,C7 acid,467,553,1804.026846,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",629,683,NA,C15H30O4Si,limonox_L_blob_644,609,638,1808,0.801477026,0.350929665,NA,0.586346861,0.473550101,0.755369973,0.644737863,0.625308252,0.532568211,0.63888494,0.660807325,0.689576315,NA,0.284586261,0.499068995,0.98155958,0.690271409,NYC,,,
1221_0832_blob_954,5.03E-05,NA,NA,NA,NA,NA,NA,0.207597357,0.098305109,-0.22765313,0.004903211,0.440098163,0.098093772,C7 acid,392,505,1897.986577,NA,"2-Isopropyl-3-ketobutyrate, bis(O-trimethylsilyl)-",615,673,NA,C13H28O3Si2,limonox_S_blob_725,650,667,1893,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1221_0832_blob_953,0.001693277,0.536223662,0.38492618,0.504603519,0.213905238,0.604237567,0.064416414,0.532173072,0.222020032,0.201986429,-0.138458976,-0.14289352,-0.20883878,"beta-nocaryophyllonic acid, TMS",761,763,1986.577181,1985,"1b,4a-Epoxy-2H-cyclopenta[3,4]cyclopropa[8,9]cycloundec[1,2-b]oxiren-5(6H)-one, 7-(acetyloxy)decahydro-2,9,10-trihydroxy-3,6,8,8,10a-pentamethyl-",615,615,NA,C22H32O8,limonox_S_blob_788,498,537,1989,0.334699027,0.60935765,NA,0.31079959,0.40046963,0.841742077,0.441602391,0.459613482,0.470803746,0.682793562,0.713654057,0.151845632,NA,0.904566851,0.647806507,0.536067822,1,SQ,,H,"excellent SQ corr, could be tracer"
1221_0832_blob_952,0.000721972,0.641885622,0.024102406,0.769781563,0.226887379,0.811312702,-0.005156441,0.418172799,0.442841214,-0.045006723,-0.205061552,-0.01684994,-0.162356494,C7 acid,436,552,1947.651007,NA,"3-Butenoic acid, 3-(trimethylsiloxy)-, trimethylsilyl ester",667,759,NA,C10H22O3Si2,limonox_S_blob_706,537,560,1947,0.579994207,0.580976829,NA,0.696468815,0.439670276,0.907096412,0.39833657,0.421241658,0.252057745,0.898361583,0.698614073,0.437471973,NA,0.522176785,0.812808449,0.937752914,0.863290438,NYC,,,
1221_0832_blob_948,7.38E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,543,584,1791.463415,NA,"Ethyl 3-hydroxy-2,2-dimethylbutanoate, TMS derivative",720,773,NA,C11H24O3Si,apin_ox_S_blob_590,576,595,1795,0,1,NA,0,0,1,1,1,0,-1,1,0,NA,0,0,0,1,NYC,,,
1221_0832_blob_946,0.000631549,0.364742347,0.339392112,-0.362391797,0.183077904,0.225769854,-0.252582563,0.39401697,0.234436784,0.08325065,-0.147258917,-0.100482408,-0.292841362,C7 acid,490,505,1540.659341,NA,"Propanoic acid, 3-(trimethylsilyl)-, ethyl ester",686,743,NA,C8H18O2Si,myrc_ox_L_blob_609,636,650,1543,0.046001292,0.414008219,NA,0.742088161,0.138837945,0.451700918,0.634586069,0.669573689,0.515747829,0.334993484,0.666193359,0.112211369,NA,0,0.333075588,-0.225664924,0.43648641,NYC,,,
1221_0832_blob_942,5.40E-05,0.863777019,0.759642184,-0.475092892,-0.012566477,-0.070196557,-0.142721643,0.960200341,0.999149298,-0.713771886,0.595800763,0.989706791,-0.706785612,C7 acid,523,549,1587.912088,NA,"Tripropylene glycol monomethyl ether, TMS derivative",717,796,NA,C13H30O4Si,limonox_S_blob_701,466,480,NA,0.966827083,0.847395291,NA,0,0,0.996042918,0.998905397,0.999273523,0.992384202,0.971642132,0.869874801,0.925605866,NA,0,1,-0.201100385,0.764768389,A,,,
1221_0832_blob_941,0.000422283,0.189893335,-0.134003462,0.325698347,-0.241924599,0.102892807,-0.133275618,0.565142884,0.485782181,-0.187766975,-0.30581644,0.20989775,-0.25734901,C7 acid,515,565,1891.275168,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",676,718,NA,C15H30O4Si,limonox_S_blob_725,652,670,1893,0.77967831,0.022858166,NA,0,0.561673907,0.630142746,0.549307298,0.470591791,0.700112335,0.839498837,0.380557051,0.59819163,NA,0.989207145,1,-0.197121359,0.268068418,NYC,,,
1221_0832_blob_937,0.000131226,0.728336307,0.187164301,-0.108304461,0.779789037,0.755148769,0.816376013,0.498946105,0.207916198,0.161126998,0.240837847,0.31902296,0.096039622,C7 acid,436,443,1971.812081,NA,"3-Octen-2-ol, (E)-, TMS derivative",689,733,NA,C11H24OSi,limonox_S_blob_687,454,478,NA,0.405293887,0.944676749,NA,1,0.832937476,0.986983403,0.817645103,0.867398197,0.985214248,0.899985488,0.30743146,0.501198366,NA,0.467304162,1,-0.016603022,0.432395681,NYC,,,
1221_0832_blob_936,0.000391534,0.588249697,0.422663007,-0.044293807,0.308865084,0.551844904,0.12022416,0.554037845,0.483287554,0.157459659,-0.086312957,-0.0944643,-0.25313429,farnesol,617,660,1838.926174,1832,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",631,640,NA,C13H26BNO6Si,limonox_S_blob_754,629,666,1831,0.291837077,0.942769754,NA,0.901362534,0.885557238,0.89286127,0.564927943,0.683272952,0.629070251,0.66344389,0.383661238,0.7546107,NA,0.873990782,0.505724192,0.177480497,0.579066654,NYC,,,
1221_0832_blob_934,0.000522509,0.40446966,-0.254992071,0.633401157,0.075841713,0.687051858,0.020692509,0.068297941,0.275669527,0.139997696,0.31036027,0.243531276,0.117576824,C7 acid,431,462,1601.219512,NA,"3-Methylene-1,4-bis(trimethylsilyloxy) butane",614,742,NA,C11H26O2Si2,limonox_S_blob_730,650,669,1595,0.582671961,0.165513896,NA,-0.805740642,-0.262504084,0.616993772,0.447721344,0.42970372,0.347833063,0.820711597,0.731097031,0.382749453,NA,0.773427891,0.503212817,0.562066835,0.736447435,NYC,,,
1221_0832_blob_933,0.000325735,0.61049671,0.049905942,0.658853986,-0.048203185,0.433756793,-0.261219303,0.438633255,0.454944782,-0.309081817,-0.185136529,-0.011098657,-0.374986171,C7 acid,456,509,1676.829268,NA,"3-Octen-2-ol, (E)-, TMS derivative",646,715,NA,C11H24OSi,myrc_ox_L_blob_812,614,640,1676,0.821895195,0.172853243,NA,0.476872243,0.379601491,0.709491662,0.592791417,0.595515579,0.507966632,0.835899379,0.689886275,0.735070424,NA,-0.229964885,0.828764032,0.577402571,0.373513299,NYC,,,
1221_0832_blob_928,0.00042358,0.10500141,0.11961468,-0.541370464,-0.719673652,-0.6005865,-0.582233361,0.738767499,0.236104291,-0.219821304,0.054461337,-0.052407774,-0.143720368,"beta-caryophyllonic acid, TMS",599,618,1926.174497,1931,1-Heptatriacotanol,645,655,NA,C37H76O,limonox_S_blob_847,539,563,1925,-1,0.999857655,NA,0,0,0.999988871,0.991955673,1,0,0.820096461,0.454671306,0,NA,0,0,0.041557193,0.985206064,NYC,,,
1221_0832_blob_924,3.88E-05,0.907274805,0.899524431,0.354654854,0.069023423,0.495489829,0.334070056,NA,NA,NA,NA,NA,NA,C33,555,716,3344.827586,3363,tert-Hexadecanethiol,768,778,NA,C16H34S,bcp_ox_L_blob_18,340,354,NA,-1,0.836907606,NA,0,0,0.971117786,0.913248916,0.724733646,-1,0.678178887,0.177419629,-1,NA,0,0,0.889091548,0.398620495,NYC,,,
1221_0832_blob_920,0.000236908,0.756315815,0.234038347,0.536243892,0.482741803,0.704916926,0.463026074,0.916203709,0.5873601,-0.278652606,-0.09656973,0.249216612,-0.297329224,C7 acid,549,625,1717.073171,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",665,704,NA,C15H30O4Si,myrc_ox_L_blob_709,642,675,1709,0.424662998,0.738823256,NA,-0.498580104,0.8408566,0.801216672,0.596327633,0.447285773,0.255225207,0.875418557,0.575576685,0.250287794,NA,0.989695766,0.940793805,0.212891363,0.697741157,NYC,,,
1221_0832_blob_919,0.000593259,0.825712824,0.433305206,0.119736004,0.173817731,0.430225555,-0.03655289,0.006792161,0.120759854,0.349833899,0.022982584,0.341882154,0.417100737,C7 acid,456,512,1863.087248,NA,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",672,685,NA,C14H24O4,limonox_S_blob_804,633,665,1868,0.398608162,0.568443777,NA,0.29026411,0.297011597,0.670015094,0.88650086,0.828082975,0.875041561,0.692925251,0.497221396,0.560696822,NA,0.83143329,0.417193478,0.346683202,0.670527276,NYC,,,
1221_0832_blob_914,0.000129264,0.162379432,0.407043779,0.455612215,-0.248941894,0.278766384,-0.365633835,NA,NA,NA,NA,NA,NA,C33,719,737,3360.91954,3363,tert-Hexadecanethiol,741,748,NA,C16H34S,apin_ox_S_blob_751,344,383,NA,0.200093491,0.316828645,NA,-0.220359979,0.719846569,0.236271407,-0.080398928,0.026301612,-0.452447765,0.400268928,0.417562493,-0.097219387,NA,1,-0.843454222,0.333969272,0.186552198,NYC,,,
1221_0832_blob_912,0.002456433,0.71650055,0.386858267,0.467855606,0.405108813,0.767871969,0.086247306,0.237236517,-0.220032831,-0.024531796,0.609612758,0.826945357,0.614881211,C7 acid,529,598,1781.707317,NA,"2-Deoxypentofuranose, 3TMS derivative",688,735,NA,C14H34O4Si3,myrc_ox_L_blob_727,684,707,1774,0.697681501,0.811313381,NA,0.703867137,0.62437149,0.906205028,0.655189533,0.634092934,0.588649857,0.760823259,0.586392523,0.716575707,NA,0.602472413,0.804538849,0.494671932,0.744297608,BB,SQ,L,"does not corr with ams bb, but does with tracers inc BB1, plus struct appears sugar ish"
1221_0832_blob_910,0.000137598,0.635489698,0.387181763,0.500195102,0.750728702,0.622948763,0.3067185,NA,NA,NA,NA,NA,NA,C7 acid,355,490,1861.744966,NA,"Phthalic acid, ethyl pentadecyl ester",610,729,NA,C25H40O4,bcp_ox_L_blob_650,524,588,1878,-0.674982925,0.92654793,NA,0.772145007,0.762189859,0.806261869,0.362238671,0.2042966,0.19334813,0.663382486,0.51883681,-0.735658468,NA,0.989336684,0.437573694,0.650694617,0.954768001,NYC,,,
1221_0832_blob_909,0.000353216,NA,NA,NA,NA,NA,NA,0.41198203,0.313395216,0.009345877,-0.097873654,-0.031572144,-0.163224222,C7 acid,458,531,1958.389262,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",644,653,NA,C13H26BNO6Si,limonox_S_blob_685,591,613,1963,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1221_0832_blob_905,1.13E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,453,462,1966.442953,NA,"Silane, [2-(cyclopentyloxy)ethoxy]trimethyl-",672,761,NA,C10H22O2Si,limonox_S_blob_687,495,514,NA,0,1,NA,0,0,1,0,0,0,1,-1,0,NA,0,0,-1,1,NYC,,,
1221_0832_blob_902,0.000271391,0.294766387,0.014156757,-0.239026472,-0.055386419,-0.26694947,-0.229106764,0.648791349,0.656611572,0.05990578,-0.03875191,-0.179724904,-0.312889802,"beta-caryophyllonic acid, TMS",583,593,1934.228188,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",623,631,NA,C13H26BNO6Si,limonox_S_blob_847,539,565,1925,0,0.446697098,NA,0,0.058597914,0.850239348,0.8223885,0.588133232,1,0.662127199,0.332881337,0,NA,1,0,0.045774686,0.765513629,NYC,,,
1221_0832_blob_900,0.000518825,0.598083225,0.054336876,0.762503502,0.201648263,0.642780486,-0.055659289,0.262330669,0.498207743,-0.18877942,-0.389859415,-0.086711975,-0.320935704,C7 acid,459,502,1795.121951,NA,"4-Hexenoic acid, 4-methyl-6-(fluorodimethylsilyl)-6-trimethylsilyl-",651,667,NA,C12H25FO2Si2,limonox_L_blob_550,754,777,1791,0.770507211,0.609835862,NA,-0.055874349,0.633339553,0.835498514,0.439807903,0.434973862,0.249049584,0.932889081,0.674702913,0.494033215,NA,0.952441189,0.907291134,0.062440279,0.741960475,NYC,,,
1221_0832_blob_899,0.000246751,NA,NA,NA,NA,NA,NA,0.480007415,0.324918796,0.001760411,-0.069942802,0.150574752,0.091483491,C10 diacid (sebacic acid),642,645,1922.147651,1922,"2-Bromosebacic acid, 2TMS derivative",679,726,NA,C16H33BrO4Si2,limonox_S_blob_847,566,593,1925,1,1,NA,0,0,1,1,1,0,1,-1,1,NA,0,0,0,1,NYC,,,
1221_0832_blob_898,0.001640318,0.798105393,0.370747083,0.466159514,0.249053402,0.538225011,-0.016868709,0.220708483,0.317372644,-0.051337002,-0.169160034,-0.08785137,-0.133865245,farnesol,595,667,1838.926174,1832,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",648,671,NA,C13H27Cl3O4Si2,limonox_L_blob_611,641,702,1835,0.362582936,0.544201118,NA,0.244234882,0.330029659,0.766908942,0.724817664,0.66578273,0.518986872,0.880230831,0.536363728,0.314812206,NA,0.717722537,0.733694123,0.391851298,0.649695536,MT,ISOP,M,excellent MT corr but good IEPOX ams corr
1221_0832_blob_897,0.001005587,0.716206483,0.334014759,0.325241571,0.510441124,0.632682068,0.155797011,0.155110147,-0.227969923,0.267608656,0.31016404,0.548901209,0.348957627,"beta-nocaryophyllonic acid, TMS",565,570,1982.550336,1985,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",668,693,NA,C18H34OSi,limonox_S_blob_788,540,584,1989,0.050906209,0.804268404,NA,0.283556212,0.523193122,0.824543123,0.553786232,0.486273619,0.623506019,0.697980527,0.441177736,0.066162715,NA,0.964496154,0.481972002,0.633316853,0.875611164,NYC,,,
1221_0832_blob_895,0.000277248,0.940329863,0.044134741,0.462824989,-0.052493451,0.399451361,-0.276143603,0.378579064,-0.048027298,-0.111711486,-0.037671515,0.212934464,-0.009030652,mannosan,515,526,1709.756098,1706,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",636,663,NA,C13H29BO5Si2,myrc_ox_L_blob_709,698,728,1709,0.862110899,0.692684545,NA,0.952235568,-1,0.815223062,0.872736671,0.864267236,0.808645946,0.858368852,0.774491031,0.888331487,NA,1,0.716844233,0,0.850478167,NYC,,,
1221_0832_blob_894,0.000584563,0.392556955,0.312915634,0.692376397,-0.483626679,-0.532526426,-0.399039006,0.515430302,0.345494725,-0.184623005,-0.08174837,0.102282462,-0.099054458,C7 acid,452,536,1789.02439,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",656,671,NA,C13H26BNO6Si,apin_ox_S_blob_708,626,694,1784,0.959704376,-0.055233279,NA,1,0,0.661756335,0.570852946,0.57184023,0.511646002,0.240800353,0.469431243,0.946050683,NA,0,0.076468973,0,0.400774105,A,,,
1221_0832_blob_893,0.000520103,0.81171909,0.986538531,-0.4047778,0.990201096,-0.30783044,0.57948115,0.458370434,0.501379184,-0.110114463,-0.174613855,-0.070508194,-0.314456505,farnesol,513,573,1836.241611,1832,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",634,648,NA,C13H26BNO6Si,limonox_S_blob_754,677,697,1831,0.992752087,0.939033962,NA,0,0,0.984840829,0.766230659,0.76056867,0.858146421,0.900998905,0.439413077,0.974609358,NA,0,0.757520932,0,0.435048976,A,,,
1221_0832_blob_890,3.42E-05,0.984231841,-0.968453131,0.999261188,-0.964747346,0.909324124,-0.640081077,-0.011649776,0.471505133,-0.100878149,0.400543107,0.13770691,-0.200832242,C7 acid,437,535,1810.738255,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",602,610,NA,C13H26BNO6Si,limonox_S_blob_671,603,620,1817,0.614506157,0.99188915,NA,0,0,0.52626186,-0.880483965,0.868873331,0.979686137,0.932536295,0.952681232,0.952338622,NA,0,0,0,-0.652641536,NYC,,,
1221_0832_blob_889,0.000187586,0.735152128,0.571266999,0.344018415,0.358105694,0.637770367,0.559045005,0.036867272,0.329378605,0.044859793,-0.027381147,-0.203669342,-0.210158656,mannosan,534,601,1701.219512,1706,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",617,648,NA,C13H26BNO6Si,myrc_ox_L_blob_735,586,688,1703,0.634864847,0.656470138,NA,0.045154906,0.625218043,0.770658956,0.64170621,0.646376915,0.665900792,0.716613218,0.613140699,0.72482958,NA,0.907838514,0.499049984,0.72684117,0.607761916,NYC,,,
1221_0832_blob_886,5.03E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C32,353,718,3298.850575,3259,tert-Hexadecanethiol,756,766,NA,C16H34S,apin_ox_S_blob_751,361,403,NA,0,1,NA,0,0,0,0,0,0,1,1,0,NA,0,0,1,0,NYC,,,
1221_0832_blob_884,0.001187363,0.50634924,0.049993955,0.628098875,0.443441248,0.574308581,0.10819345,0.475667265,0.347494379,0.109044469,-0.113595971,-0.044274129,-0.059601537,C7 acid,420,505,1752.439024,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",614,640,NA,C15H30O4Si,limonox_S_blob_888,618,639,1750,0.252532301,0.432595614,NA,-0.412385708,0.322074182,0.692168535,0.258424685,0.195354631,-0.019474814,0.769787734,0.275594988,0.202116379,NA,0.875370099,0.59889128,0.146526363,0.390482799,SQ,MT,L,
1221_0832_blob_883,0.00073123,0.698189476,0.185823032,0.193758248,0.191853112,0.402334051,-0.050792876,0.096876653,0.054263074,0.161045665,0.062339666,0.224451199,0.075619745,palmitoleic Acid,578,584,2051.851852,2056,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",695,717,NA,C18H34OSi,limonox_S_blob_687,489,567,NA,0.075849238,0.563956921,NA,-0.342625751,0.545660507,0.66150356,0.705260253,0.770715179,0.837253924,0.672876495,0.46158109,0.386051322,NA,0.590803644,0.546362421,0.287367291,0.74008882,NYC,,,
1221_0832_blob_882,0.000608683,0.489388613,0.363718758,0.129545239,0.174488999,0.699814229,-0.000462066,0.445016815,0.191600911,-0.075291204,-0.071280366,0.482357808,0.091945345,C7 acid,462,519,1740.243902,NA,"2-Deoxypentofuranose, 3TMS derivative",660,726,NA,C14H34O4Si3,myrc_ox_L_blob_694,705,737,1746,0.406848003,0.781875322,NA,0.749051121,0.873097331,0.753875284,0.458791667,0.588506158,0.701092416,0.530700322,0.516626754,0.49488909,NA,0.951882943,0.436682166,0.200861773,0.816277847,NYC,,,
1221_0832_blob_880,0.000256253,0.548767004,0.224515184,0.548519418,-0.087303599,0.352595739,-0.096879957,0.571006073,-0.221311488,-0.042482261,-0.124189177,0.666338067,0.167155003,C7 acid,485,548,1806.711409,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",676,697,NA,C18H34OSi,limonox_S_blob_931,651,696,1809,0.857247239,0.305961981,NA,-1,0.306872957,0.527132464,0.453480163,0.482929886,0.355156686,0.734973332,0.802876458,0.569308365,NA,0.72369159,0.596984757,-0.131884389,0.721473184,NYC,,,
1221_0832_blob_877,0.000191304,0.38272865,0.530520697,-0.147223698,0.032277811,-0.009302785,0.235047471,NA,NA,NA,NA,NA,NA,C28 acid,646,663,3289.655172,3291,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",665,690,NA,C18H34OSi,bcp_ox_L_blob_18,477,524,NA,-0.249652983,0.65895268,NA,0.999953222,0.537115034,0.433329882,0.438664446,0.441459344,0.32574106,0.262950081,0.287088796,-0.076960132,NA,0.717015824,-0.019562985,-0.071459566,0.275279765,NYC,,,
1221_0832_blob_876,0.000898006,0.758979491,0.28536048,0.61738912,0.191423679,0.643815803,-0.040661191,0.448603589,0.446063393,-0.193378593,-0.233030849,-0.00763855,-0.209081459,pinic acid 2,467,559,1710.97561,1697,"1,4-Heptadiene, 6-methyl-5,6-bis(trimethylsilyloxy)-",637,666,NA,C14H30O2Si2,limonox_S_blob_1120,651,668,1718,0.445938245,0.491265208,NA,-0.102024338,0.127642968,0.81296891,0.612439499,0.583344674,0.486373648,0.814883375,0.656066508,0.331762645,NA,0.73115322,0.746450569,0.578719625,0.823256372,NYC,,,
1221_0832_blob_874,0.000474097,0.476308845,-0.324458664,0.743709133,0.093499182,0.577310693,-0.126932038,0.291956383,0.526078875,0.023951517,-0.058280011,-0.123057938,-0.349748837,C7 acid,391,489,1969.127517,NA,"3-Butenoic acid, 3-(trimethylsiloxy)-, trimethylsilyl ester",669,763,NA,C10H22O3Si2,limonox_S_blob_685,611,642,1963,0.246138108,0.373357179,NA,0.209730816,-0.012657463,0.713492682,0.067452777,-0.003963223,0.058175786,0.786731919,0.552357123,0.104144605,NA,0.345808243,0.831380299,0,0.714716841,NYC,,,
1221_0832_blob_873,0.000262814,0.872090963,0.641358758,-0.366211827,-0.084906075,-0.218767768,0.007380297,0.489214875,0.575174077,-0.122090944,-0.089993475,0.10971257,-0.176028747,C7 acid,524,604,1812.080537,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",673,775,NA,C15H30O5Si,myrc_ox_L_blob_801,683,731,1819,0.923425636,0.863643275,NA,0,0,0.989448738,0.933515624,0.929287886,0.979445145,0.972456835,0.759535909,0.913818426,NA,1,0.919345853,0.439946188,0.892984809,NYC,,,
1221_0832_blob_872,0.00133674,0.819403224,0.350218957,0.398400867,0.087292401,0.379210676,-0.062258663,0.591744933,0.337895948,0.090659944,-0.084109221,-0.042841638,-0.121970626,farnesol,464,510,1836.241611,1832,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",611,623,NA,C14H31BO6Si2,apin_ox_S_blob_616,640,704,1823,0.768238137,0.356065801,NA,0.411685036,0.424584798,0.719922419,0.759564495,0.752232767,0.71620204,0.718039751,0.523122912,0.78822011,NA,0.40940542,0.733338066,0.738246575,0.53494272,ISOP,MT,L,"good ISOP corr but better MT corr, but very good IEPOXSOA corr"
1221_0832_blob_867,0.000401941,0.577693392,0.417056887,0.136922711,0.121526829,0.273269657,-0.230326753,0.487695384,0.201166723,0.329612163,0.267643025,-0.082636355,-0.040880915,C7 acid,431,492,1840.268456,NA,"Tartaric acid (2R,3R)-, 3TMS derivative",625,644,NA,C13H30O6Si3,apin_ox_S_blob_616,574,671,1823,0.680082616,0.394197063,NA,0.20639315,0.973616017,0.482325855,0.55650399,0.785891885,0.939399792,0.667556685,0.596081825,0.83555725,NA,0,0.417063909,1,0.608704943,NYC,,,
1221_0832_blob_864,0.001505838,0.793597427,0.607080929,0.005148936,-0.335721512,-0.188495911,-0.416121653,0.560788484,0.357728744,0.071263782,-0.172181326,-0.140579394,-0.225062731,C9 Diacid (azelaic acid),521,553,1822.818792,1822,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",647,658,NA,C14H31BO6Si2,apin_ox_S_blob_616,721,758,1823,0.703945944,-0.05155052,NA,0.235045325,0.702598466,0.316212718,0.80881204,0.740107813,0.741663801,0.387252831,0.423988498,0.806912292,NA,1,0.452038812,0,0.169716738,ISOP,SQ,M,"excellent IEPOX SOA and high ISOP 1 corr, very high SQ2 corr but somewhat suspect"
1221_0832_blob_862,4.02E-05,0.900709122,0.836432744,-0.523152886,0.684991323,-0.040077478,-0.109943314,0.880959129,0.957713339,-0.682304533,-0.780387617,0.70833377,-0.452460581,C7 acid,538,561,1826.845638,NA,"Tripropylene glycol monomethyl ether, TMS derivative",776,815,NA,C13H30O4Si,myrc_ox_L_blob_801,594,601,1819,0.994873328,0.923003156,NA,0,0,0.993493087,0.98426017,0.985905087,1,0.977026904,0.87490032,0.973398778,NA,0,1,0,0.956796832,A,,,
