Compound.Name,cumsum_ISnormnorm,AMS1_PMF_1r2,AMS1_PMF_2r2,AMS1_PMF_3r2,AMS1_PMF_4r2,AMS1_PMF_5r2,AMS1_PMF_6r2,AMS2_PMF_1r2,AMS2_PMF_2r2,AMS2_PMF_3r2,AMS2_PMF_4r2,AMS2_PMF_5r2,AMS2_PMF_6r2,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,A1,BB1,BB2,BB3,BB4,BB5,ISOP1,ISOP2,ISOP3,MT1,MT2,MT3,SQT1,SQT2,SQT3,SQT4,SQT5,man_cat2,man_cat2_alternate,man_cat2_certainty,man_cat2_notes,man_cat1,man_cat1_alternate,man_cat1_certainty,man_cat1_notes
1221_0832_blob_976,0.000301153,NA,NA,NA,NA,NA,NA,-0.022553366,0.034902454,0.077544346,0.733652583,0.753748822,0.717954371,C7 acid,544,592,1916.778523,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",672,727,NA,C15H30O5Si,318,limonox_S_blob_847,571,596,1925,0.156716898,0.855431938,NA,0.86501889,0.688504559,0.848468528,0.178667374,0.242700801,0.351180135,0.079964094,0.581711033,0.149648854,0.273127428,NA,1,0.729141283,0.591126298,NYC,,,,,,,
1221_0832_blob_974,3.26E-05,0.786414957,0.257131737,-0.234350435,-0.0480615,-0.29359687,-0.325387062,NA,NA,NA,NA,NA,NA,C7 acid,470,544,1725.609756,NA,"7-Oxooctanoic acid, 2-trimethylsilylethyl ester",610,674,NA,C13H26O3Si,258,limonox_S_blob_775,577,613,1722,1,1,NA,1,0,1,1,1,1,1,1,1,0,NA,0,0,1,NYC,,,,,,,
1221_0832_blob_971,2.34E-05,0.883190345,0.494212575,0.788038231,0.647951229,0.413176165,0.576481764,NA,NA,NA,NA,NA,NA,squalene,0,683,3229.885057,2868,"5-(7a-Isopropenyl-4,5-dimethyl-octahydroinden-4-yl)-3-methyl-pent-2-enal",728,753,NA,C20H32O,288,apin_ox_S_blob_592,270,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1221_0832_blob_968,0.000254402,0.205305403,0.562192909,0.136345076,-0.200699829,-0.13852529,-0.35769851,0.675524328,-0.314728437,-0.390946385,-0.15976019,-0.13335907,-0.225246783,levoglucosan,523,656,1742.682927,1726,"Arabinitol, 5TMS derivative",777,822,NA,C20H52O5Si5,512,apin_ox_L_blob_553,549,625,1726,0.482478643,0.102714857,NA,0.211026699,-0.041929046,0.437562059,0.238123618,0.415171314,0.756048071,0.146908199,-0.009825901,0.507954807,-0.100950227,NA,0.219419327,0.165696215,0.336754515,NYC,,,,,,,
1221_0832_blob_967,0.001419197,0.626308158,0.460177675,0.567352523,0.48373491,0.775346369,0.141566455,0.363034186,-0.026369507,0.140623979,0.527491773,0.69357332,0.53852384,4-hydroxybenzoic acid,746,780,1652.439024,1651,"4-Hydroxybenzoic acid, 2TMS derivative",715,801,1635,C13H22O3Si2,282,myrc_ox_L_blob_633,456,616,1644,0.083034188,0.83002383,NA,0.808826672,0.743226347,1,0.499902815,0.555795049,0.332273997,0.347916766,0.381332964,0.159655545,0.40754135,NA,0.640983496,0.448794631,0.711663815,BB,,H,,BB,,H,is tracer: BB5
1221_0832_blob_966,0.00013149,0.997887006,-0.029338701,0.622927679,-0.517662186,-0.025981381,-0.465845073,0.364793548,0.428512209,-0.170434836,-0.150382446,-0.090882995,-0.391586855,pinic acid 1,550,577,1689.02439,1692,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",652,671,NA,C15H30O4Si,302,limonox_S_blob_720,639,688,1675,0.486664514,0.048232485,NA,0.401738554,0.329078338,0.753836536,0.500950882,0.64841224,0.583393467,0.673516745,0.298849334,0.682777003,0,NA,0.60154497,0,0.710243318,NYC,,,,,,,
1221_0832_blob_965,0.00030471,0.608696585,0.407791542,0.531514566,0.132572365,0.642002626,-0.122108293,0.077849392,0.173765301,-0.048377015,0.231803119,0.255385838,0.194693869,"2-Ketoglutaric acid, tri-TMS",529,608,1640.243902,1629,"1,7-Heptanediol, 2TMS derivative",685,775,NA,C13H32O2Si2,276,apin_ox_S_blob_656,663,698,1630,-0.055595927,0.367999011,NA,0.29960995,0.333584586,0.531735694,0.594677659,0.585741524,0.073698449,0.493455935,0.758614481,0.011878857,0.275202476,NA,0.762087964,0.423433569,0.389327582,NYC,,,,,,,
1221_0832_blob_961,0.000414246,0.554021694,0.459042319,0.405940226,-0.015331553,0.292923344,-0.166812631,0.429720832,0.494460268,-0.166823801,-0.144314376,-0.038313252,-0.383237661,C7 acid,467,553,1804.026846,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",629,683,NA,C15H30O4Si,302,limonox_L_blob_644,609,638,1808,0.301706638,0.18714348,NA,0.303828115,0.235955785,0.690334476,0.575636732,0.740158099,0.483976012,0.790245098,0.343330868,0.467213988,0,NA,0.417113507,0.776437293,0.711731645,NYC,,,,,,,
1221_0832_blob_954,5.03E-05,NA,NA,NA,NA,NA,NA,0.207597357,0.098305109,-0.22765313,0.004903211,0.440098163,0.098093772,C7 acid,392,505,1897.986577,NA,"2-Isopropyl-3-ketobutyrate, bis(O-trimethylsilyl)-",615,673,NA,C13H28O3Si2,288,limonox_S_blob_725,650,667,1893,0.30466838,0.75527152,NA,0.837902711,0.858292365,0.945256792,0.566380323,0.656435193,0.63785274,0.650489874,0.758999366,0.397053981,0,NA,0,-1,0.66261769,NYC,,,,,,,
1221_0832_blob_953,0.001693277,0.536223662,0.38492618,0.504603519,0.213905238,0.604237567,0.064416414,0.532173072,0.222020032,0.201986429,-0.138458976,-0.14289352,-0.20883878,"beta-nocaryophyllonic acid, TMS",761,763,1986.577181,1985,"1b,4a-Epoxy-2H-cyclopenta[3,4]cyclopropa[8,9]cycloundec[1,2-b]oxiren-5(6H)-one, 7-(acetyloxy)decahydro-2,9,10-trihydroxy-3,6,8,8,10a-pentamethyl-",615,615,NA,C22H32O8,424,limonox_S_blob_788,498,537,1989,0.573703825,0.1861401,NA,0.07332484,-0.043704999,0.711663815,0.48834377,0.613577009,0.664770917,0.635627687,0.436933917,0.624607154,0.676577996,NA,0.712385813,0.517833115,1,SQ,,M,,SQ,,H,"excellent SQ corr, could be tracer"
1221_0832_blob_952,0.000721972,0.641885622,0.024102406,0.769781563,0.226887379,0.811312702,-0.005156441,0.418172799,0.442841214,-0.045006723,-0.205061552,-0.01684994,-0.162356494,C7 acid,436,552,1947.651007,NA,"3-Butenoic acid, 3-(trimethylsiloxy)-, trimethylsilyl ester",667,759,NA,C10H22O3Si2,246,limonox_S_blob_706,537,560,1947,0.33962793,0.180892622,NA,0.077516492,-0.027611238,0.584307857,0.656138181,0.771962242,0.452384576,0.85765372,0.603935144,0.498571345,0.578240617,NA,0.665301626,0.893520401,0.744439595,NYC,,,,,,,
1221_0832_blob_948,7.38E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,543,584,1791.463415,NA,"Ethyl 3-hydroxy-2,2-dimethylbutanoate, TMS derivative",720,773,NA,C11H24O3Si,232,apin_ox_S_blob_590,576,595,1795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1221_0832_blob_946,0.000631549,0.364742347,0.339392112,-0.362391797,0.183077904,0.225769854,-0.252582563,0.39401697,0.234436784,0.08325065,-0.147258917,-0.100482408,-0.292841362,C7 acid,490,505,1540.659341,NA,"Propanoic acid, 3-(trimethylsilyl)-, ethyl ester",686,743,NA,C8H18O2Si,174,myrc_ox_L_blob_609,636,650,1543,0.511323373,0.136458417,NA,0.254673596,0.086916237,0.620773938,0.328594856,0.504617918,0.607458371,0.521656963,0.244979711,0.603094134,1,NA,0.67460385,0.915748372,0.848217092,NYC,,,,,,,
1221_0832_blob_942,5.40E-05,0.863777019,0.759642184,-0.475092892,-0.012566477,-0.070196557,-0.142721643,0.960200341,0.999149298,-0.713771886,0.595800763,0.989706791,-0.706785612,C7 acid,523,549,1587.912088,NA,"Tripropylene glycol monomethyl ether, TMS derivative",717,796,NA,C13H30O4Si,278,limonox_S_blob_701,466,480,NA,0.273182889,0.783656417,NA,-1,0,1,0.996438539,0.972892803,0.565692703,0.979752147,0.36276285,-1,0,NA,-1,0,-1,NYC,,,,,,,
1221_0832_blob_941,0.000422283,0.189893335,-0.134003462,0.325698347,-0.241924599,0.102892807,-0.133275618,0.565142884,0.485782181,-0.187766975,-0.30581644,0.20989775,-0.25734901,C7 acid,515,565,1891.275168,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",676,718,NA,C15H30O4Si,302,limonox_S_blob_725,652,670,1893,0.191185657,0.330614865,NA,0.327718832,0.142407963,0.761860765,0.856983095,0.889544488,0.473805937,0.919417255,0.400459702,0.274545364,-1,NA,-1,0.322689751,0.539579263,NYC,,,,,,,
1221_0832_blob_937,0.000131226,0.728336307,0.187164301,-0.108304461,0.779789037,0.755148769,0.816376013,0.498946105,0.207916198,0.161126998,0.240837847,0.31902296,0.096039622,C7 acid,436,443,1971.812081,NA,"3-Octen-2-ol, (E)-, TMS derivative",689,733,NA,C11H24OSi,200,limonox_S_blob_687,454,478,NA,0.283665956,0.582523539,NA,0.466052869,0.247850659,0.538102035,0.435353887,0.468226965,0.550998796,0.452532578,0.465106015,0.319665043,1,NA,1,0.109268565,0.487044978,NYC,,,,,,,
1221_0832_blob_936,0.000391534,0.588249697,0.422663007,-0.044293807,0.308865084,0.551844904,0.12022416,0.554037845,0.483287554,0.157459659,-0.086312957,-0.0944643,-0.25313429,farnesol,617,660,1838.926174,1832,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",631,640,NA,C13H26BNO6Si,331,limonox_S_blob_754,629,666,1831,0.735510148,0.203748191,NA,0.236427521,0.00232231,0.723575378,0.462246871,0.614077287,0.883333015,0.618028012,0.449968317,0.813662999,1,NA,0.991504895,0.609393101,0.818536889,NYC,,,,,,,
1221_0832_blob_934,0.000522509,0.40446966,-0.254992071,0.633401157,0.075841713,0.687051858,0.020692509,0.068297941,0.275669527,0.139997696,0.31036027,0.243531276,0.117576824,C7 acid,431,462,1601.219512,NA,"3-Methylene-1,4-bis(trimethylsilyloxy) butane",614,742,NA,C11H26O2Si2,246,limonox_S_blob_730,650,669,1595,0.142400026,0.367088136,NA,0.526141063,0.642695511,0.572398018,0.398478552,0.487124254,0.21481981,0.35450956,0.703029811,0.246165721,0.196254038,NA,0.608322657,0.7398088,0.454405263,NYC,,,,,,,
1221_0832_blob_933,0.000325735,0.61049671,0.049905942,0.658853986,-0.048203185,0.433756793,-0.261219303,0.438633255,0.454944782,-0.309081817,-0.185136529,-0.011098657,-0.374986171,C7 acid,456,509,1676.829268,NA,"3-Octen-2-ol, (E)-, TMS derivative",646,715,NA,C11H24OSi,200,myrc_ox_L_blob_812,614,640,1676,0.327852091,0.174809751,NA,0.51694373,0.392773949,0.814504222,0.640153577,0.765345941,0.523980093,0.801547362,0.317815906,0.553179704,0,NA,0.648190989,0,0.711047176,NYC,,,,,,,
1221_0832_blob_928,0.00042358,0.10500141,0.11961468,-0.541370464,-0.719673652,-0.6005865,-0.582233361,0.738767499,0.236104291,-0.219821304,0.054461337,-0.052407774,-0.143720368,"beta-caryophyllonic acid, TMS",599,618,1926.174497,1931,1-Heptatriacotanol,645,655,NA,C37H76O,536,limonox_S_blob_847,539,563,1925,0.727362698,0.377993802,NA,0.683812799,0.238940349,0.737219688,0.521824942,0.65626097,0.82841289,0.49564786,0.532514005,0.756227799,0.408869488,NA,0.980910015,0.917017798,0.630728941,NYC,,,,,,,
1221_0832_blob_924,3.88E-05,0.907274805,0.899524431,0.354654854,0.069023423,0.495489829,0.334070056,NA,NA,NA,NA,NA,NA,C33,555,716,3344.827586,3363,tert-Hexadecanethiol,768,778,NA,C16H34S,258,bcp_ox_L_blob_18,340,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1221_0832_blob_920,0.000236908,0.756315815,0.234038347,0.536243892,0.482741803,0.704916926,0.463026074,0.916203709,0.5873601,-0.278652606,-0.09656973,0.249216612,-0.297329224,C7 acid,549,625,1717.073171,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",665,704,NA,C15H30O4Si,302,myrc_ox_L_blob_709,642,675,1709,0.817807343,0.692778093,NA,0.870710951,0,0.958686748,0.847681647,0.902338604,0.999666193,0.972357166,0.48687852,0.985412104,0,NA,0,0.453449489,0.928826784,NYC,,,,,,,
1221_0832_blob_919,0.000593259,0.825712824,0.433305206,0.119736004,0.173817731,0.430225555,-0.03655289,0.006792161,0.120759854,0.349833899,0.022982584,0.341882154,0.417100737,C7 acid,456,512,1863.087248,NA,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",672,685,NA,C14H24O4,256,limonox_S_blob_804,633,665,1868,0.661110034,0.775383042,NA,0.504377619,0.673045402,0.81771516,0.674724671,0.735149917,0.793622725,0.75721335,0.699590618,0.582788461,-1,NA,0,0.887906971,0.550400125,NYC,,,,,,,
1221_0832_blob_914,0.000129264,0.162379432,0.407043779,0.455612215,-0.248941894,0.278766384,-0.365633835,NA,NA,NA,NA,NA,NA,C33,719,737,3360.91954,3363,tert-Hexadecanethiol,741,748,NA,C16H34S,258,apin_ox_S_blob_751,344,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1221_0832_blob_912,0.002456433,0.71650055,0.386858267,0.467855606,0.405108813,0.767871969,0.086247306,0.237236517,-0.220032831,-0.024531796,0.609612758,0.826945357,0.614881211,C7 acid,529,598,1781.707317,NA,"2-Deoxypentofuranose, 3TMS derivative",688,735,NA,C14H34O4Si3,350,myrc_ox_L_blob_727,684,707,1774,-0.116434096,0.916099408,NA,0.921964175,0.725870975,0.8590067,0.231552657,0.253122972,0.141457088,0.063693531,0.057767459,-0.075271223,0.387624676,NA,-1,0.380911944,0.160429684,BB,,H,,BB,SQ,L,"does not corr with ams bb, but does with tracers inc BB1, plus struct appears sugar ish"
1221_0832_blob_910,0.000137598,0.635489698,0.387181763,0.500195102,0.750728702,0.622948763,0.3067185,NA,NA,NA,NA,NA,NA,C7 acid,355,490,1861.744966,NA,"Phthalic acid, ethyl pentadecyl ester",610,729,NA,C25H40O4,404,bcp_ox_L_blob_650,524,588,1878,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1221_0832_blob_909,0.000353216,NA,NA,NA,NA,NA,NA,0.41198203,0.313395216,0.009345877,-0.097873654,-0.031572144,-0.163224222,C7 acid,458,531,1958.389262,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",644,653,NA,C13H26BNO6Si,331,limonox_S_blob_685,591,613,1963,0.629917991,0.141511661,NA,0.152479176,0.076024483,0.561852661,0.376017451,0.567997198,0.564782769,0.547188333,0.368208678,0.718087107,0.512531756,NA,0.761829474,0.92648386,0.765563026,NYC,,,,,,,
1221_0832_blob_905,1.13E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,453,462,1966.442953,NA,"Silane, [2-(cyclopentyloxy)ethoxy]trimethyl-",672,761,NA,C10H22O2Si,202,limonox_S_blob_687,495,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1221_0832_blob_902,0.000271391,0.294766387,0.014156757,-0.239026472,-0.055386419,-0.26694947,-0.229106764,0.648791349,0.656611572,0.05990578,-0.03875191,-0.179724904,-0.312889802,"beta-caryophyllonic acid, TMS",583,593,1934.228188,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",623,631,NA,C13H26BNO6Si,331,limonox_S_blob_847,539,565,1925,0.358652154,0.184307226,NA,0.160537193,-0.147846043,0.827658783,0.861965347,0.898046277,0.678712875,0.853271214,0.541085415,0.407143081,1,NA,0.394764766,0.800780054,0.847766531,NYC,,,,,,,
1221_0832_blob_900,0.000518825,0.598083225,0.054336876,0.762503502,0.201648263,0.642780486,-0.055659289,0.262330669,0.498207743,-0.18877942,-0.389859415,-0.086711975,-0.320935704,C7 acid,459,502,1795.121951,NA,"4-Hexenoic acid, 4-methyl-6-(fluorodimethylsilyl)-6-trimethylsilyl-",651,667,NA,C12H25FO2Si2,276,limonox_L_blob_550,754,777,1791,-0.005068116,0.095655719,NA,0.317471688,0.429291768,0.673089136,0.635389865,0.732032233,0.319358685,0.828623313,0.315959134,0.166975308,1,NA,0.139963539,0.948123416,0.560537522,NYC,,,,,,,
1221_0832_blob_899,0.000246751,NA,NA,NA,NA,NA,NA,0.480007415,0.324918796,0.001760411,-0.069942802,0.150574752,0.091483491,C10 diacid (sebacic acid),642,645,1922.147651,1922,"2-Bromosebacic acid, 2TMS derivative",679,726,NA,C16H33BrO4Si2,424,limonox_S_blob_847,566,593,1925,0.090648242,0.411090402,NA,0.557698624,0.233107549,0.784529875,0.703690426,0.692530062,0.249603781,0.73069388,0.39059464,0.195284786,0.498040297,NA,0.390235613,0.610480369,0.597788505,NYC,,,,,,,
1221_0832_blob_898,0.001640318,0.798105393,0.370747083,0.466159514,0.249053402,0.538225011,-0.016868709,0.220708483,0.317372644,-0.051337002,-0.169160034,-0.08785137,-0.133865245,farnesol,595,667,1838.926174,1832,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",648,671,NA,C13H27Cl3O4Si2,408,limonox_L_blob_611,641,702,1835,0.092465214,0.007598661,NA,0.009481129,-0.10439822,0.33788417,0.476482521,0.587517938,0.23527343,0.912194688,0.444220072,0.212418936,0.774621266,NA,0.258298238,0.722732486,0.579701035,MT,,M,,MT,ISOP,M,excellent MT corr but good IEPOX ams corr
1221_0832_blob_897,0.001005587,0.716206483,0.334014759,0.325241571,0.510441124,0.632682068,0.155797011,0.155110147,-0.227969923,0.267608656,0.31016404,0.548901209,0.348957627,"beta-nocaryophyllonic acid, TMS",565,570,1982.550336,1985,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",668,693,NA,C18H34OSi,294,limonox_S_blob_788,540,584,1989,-0.044277937,0.700733121,NA,0.699140114,0.728839572,0.751716519,0.267188473,0.316836572,0.009592993,0.302508177,0.415729745,0.229407092,0.625220807,NA,0,0.657717657,0.220884211,NYC,,,,,,,
1221_0832_blob_895,0.000277248,0.940329863,0.044134741,0.462824989,-0.052493451,0.399451361,-0.276143603,0.378579064,-0.048027298,-0.111711486,-0.037671515,0.212934464,-0.009030652,mannosan,515,526,1709.756098,1706,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",636,663,NA,C13H29BO5Si2,332,myrc_ox_L_blob_709,698,728,1709,0.256853825,0.495269263,NA,0.667229272,0.000291142,0.695229743,0.698359233,0.726070577,0.343038503,0.747086304,0.541247047,0.273649092,0,NA,-1,0,0.620740557,NYC,,,,,,,
1221_0832_blob_894,0.000584563,0.392556955,0.312915634,0.692376397,-0.483626679,-0.532526426,-0.399039006,0.515430302,0.345494725,-0.184623005,-0.08174837,0.102282462,-0.099054458,C7 acid,452,536,1789.02439,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",656,671,NA,C13H26BNO6Si,331,apin_ox_S_blob_708,626,694,1784,0.544394951,0.252821821,NA,0.413588502,0.210883429,0.691436451,0.591428919,0.724755767,0.638571508,0.634443078,0.211384062,0.685949285,0,NA,0.684913102,1,0.795658346,NYC,,,,,,,
1221_0832_blob_893,0.000520103,0.81171909,0.986538531,-0.4047778,0.990201096,-0.30783044,0.57948115,0.458370434,0.501379184,-0.110114463,-0.174613855,-0.070508194,-0.314456505,farnesol,513,573,1836.241611,1832,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",634,648,NA,C13H26BNO6Si,331,limonox_S_blob_754,677,697,1831,0.357664923,0.078329839,NA,0.187781954,0.017106945,0.556101037,0.59400573,0.746742294,0.562332695,0.828982555,0.356328843,0.497266667,0.233261274,NA,0.316722043,0.813861278,0.6924281,NYC,,,,,,,
1221_0832_blob_890,3.42E-05,0.984231841,-0.968453131,0.999261188,-0.964747346,0.909324124,-0.640081077,-0.011649776,0.471505133,-0.100878149,0.400543107,0.13770691,-0.200832242,C7 acid,437,535,1810.738255,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",602,610,NA,C13H26BNO6Si,331,limonox_S_blob_671,603,620,1817,0.549875763,0.47407289,NA,0.61530383,0,0.867855503,0.368315864,0.62589412,0.581787774,0.436916831,0.891182193,0.542932561,0,NA,0,0,0.474317791,NYC,,,,,,,
1221_0832_blob_889,0.000187586,0.735152128,0.571266999,0.344018415,0.358105694,0.637770367,0.559045005,0.036867272,0.329378605,0.044859793,-0.027381147,-0.203669342,-0.210158656,mannosan,534,601,1701.219512,1706,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",617,648,NA,C13H26BNO6Si,331,myrc_ox_L_blob_735,586,688,1703,0.497287357,0.185520616,NA,0.320698034,0.392778415,0.751007597,0.352316829,0.438793569,0.522078795,0.569994586,0.799036868,0.614220838,0,NA,1,0.915108093,0.614479252,NYC,,,,,,,
1221_0832_blob_886,5.03E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C32,353,718,3298.850575,3259,tert-Hexadecanethiol,756,766,NA,C16H34S,258,apin_ox_S_blob_751,361,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1221_0832_blob_884,0.001187363,0.50634924,0.049993955,0.628098875,0.443441248,0.574308581,0.10819345,0.475667265,0.347494379,0.109044469,-0.113595971,-0.044274129,-0.059601537,C7 acid,420,505,1752.439024,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",614,640,NA,C15H30O4Si,302,limonox_S_blob_888,618,639,1750,0.103856852,0.134181075,NA,0.011674252,-0.163180315,0.475815221,0.562515239,0.659615965,0.601904806,0.924158259,0.394075467,0.265245738,0.843783441,NA,0,0.813602946,0.657538713,MT,SQ,M,,,,,
1221_0832_blob_883,0.00073123,0.698189476,0.185823032,0.193758248,0.191853112,0.402334051,-0.050792876,0.096876653,0.054263074,0.161045665,0.062339666,0.224451199,0.075619745,palmitoleic Acid,578,584,2051.851852,2056,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",695,717,NA,C18H34OSi,294,limonox_S_blob_687,489,567,NA,-0.143081618,0.420894892,NA,0.626402999,0.494027463,0.651838657,0.463161148,0.449165931,0.015026908,0.487578185,0.525555454,0.00927495,0.576487675,NA,0,0.762923905,0.224682103,NYC,,,,,,,
1221_0832_blob_882,0.000608683,0.489388613,0.363718758,0.129545239,0.174488999,0.699814229,-0.000462066,0.445016815,0.191600911,-0.075291204,-0.071280366,0.482357808,0.091945345,C7 acid,462,519,1740.243902,NA,"2-Deoxypentofuranose, 3TMS derivative",660,726,NA,C14H34O4Si3,350,myrc_ox_L_blob_694,705,737,1746,0.120730972,0.740515147,NA,0.774728724,0.547570425,0.799348099,0.680568485,0.743327971,0.333818285,0.691144937,0.470399193,0.262698399,0.57046874,NA,0.684835878,0.854328959,0.531279188,NYC,,,,,,,
1221_0832_blob_880,0.000256253,0.548767004,0.224515184,0.548519418,-0.087303599,0.352595739,-0.096879957,0.571006073,-0.221311488,-0.042482261,-0.124189177,0.666338067,0.167155003,C7 acid,485,548,1806.711409,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",676,697,NA,C18H34OSi,294,limonox_S_blob_931,651,696,1809,-0.225080628,0.756549596,NA,0.715860944,0.017258014,0.645858186,0.612792444,0.640855415,0.386437063,0.609411364,0.189792273,0.088473386,1,NA,0,0.845939172,0.59337697,NYC,,,,,,,
1221_0832_blob_877,0.000191304,0.38272865,0.530520697,-0.147223698,0.032277811,-0.009302785,0.235047471,NA,NA,NA,NA,NA,NA,C28 acid,646,663,3289.655172,3291,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",665,690,NA,C18H34OSi,294,bcp_ox_L_blob_18,477,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1221_0832_blob_876,0.000898006,0.758979491,0.28536048,0.61738912,0.191423679,0.643815803,-0.040661191,0.448603589,0.446063393,-0.193378593,-0.233030849,-0.00763855,-0.209081459,pinic acid 2,467,559,1710.97561,1697,"1,4-Heptadiene, 6-methyl-5,6-bis(trimethylsilyloxy)-",637,666,NA,C14H30O2Si2,286,limonox_S_blob_1120,651,668,1718,0.276447359,0.118403139,NA,0.216538518,-0.092035321,0.520332488,0.607165998,0.727435278,0.589725365,0.893717469,0.306801726,0.423382271,0.407247542,NA,-1,0.632655879,0.589139707,NYC,,,,,,,
1221_0832_blob_874,0.000474097,0.476308845,-0.324458664,0.743709133,0.093499182,0.577310693,-0.126932038,0.291956383,0.526078875,0.023951517,-0.058280011,-0.123057938,-0.349748837,C7 acid,391,489,1969.127517,NA,"3-Butenoic acid, 3-(trimethylsiloxy)-, trimethylsilyl ester",669,763,NA,C10H22O3Si2,246,limonox_S_blob_685,611,642,1963,0.360316387,0.053657562,NA,0.009014063,-0.012335253,0.52015967,0.561781729,0.707559221,0.435906361,0.754420686,0.480902351,0.533036404,0.924365086,NA,0.548597862,0.861242824,0.713290099,NYC,,,,,,,
1221_0832_blob_873,0.000262814,0.872090963,0.641358758,-0.366211827,-0.084906075,-0.218767768,0.007380297,0.489214875,0.575174077,-0.122090944,-0.089993475,0.10971257,-0.176028747,C7 acid,524,604,1812.080537,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",673,775,NA,C15H30O5Si,318,myrc_ox_L_blob_801,683,731,1819,-0.048807897,0.263043085,NA,0.339073067,-0.106988731,0.654200703,0.677739515,0.742654315,0.195614842,0.902118502,0.243551344,0.116710864,0,NA,0,0.07107269,0.546360517,NYC,,,,,,,
