"","Compound.Name","assigned_cluster_1","anthro_influenced_1","influence_type_1","notes_1","assigned_cluster_2","anthro_influenced_2","influence_type_2","notes_2","ES_Comp_Name","Tracer_key","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Compound.Name_chamber","Library.Match.Factor_chamber","cumsum_ISrawnorm","vol_frac_1","vol_frac_2"
"95","1221_0832_blob_889",8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",617,"myrc_ox_L_blob_735",586,6.74962486206354e-05,0.0633705834493537,0.117693231121791
"96","1221_0832_blob_886",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"tert-Hexadecanethiol",756,"apin_ox_S_blob_751",361,4.60132969009985e-06,0.0339718247071164,NA
"97","1221_0832_blob_884",5,FALSE,NA,"IEPOX and LOOOA",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",614,"limonox_S_blob_888",618,0.000503083552392582,0.020926692898477,0.117693231121791
"98","1221_0832_blob_883",4,FALSE,NA,"some HC influence but not clear",10,TRUE,"BB","only correlations are ams HC and BB tracer",NA,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",695,"limonox_S_blob_687",489,0.00047685152518003,0.0339718247071164,0.00618291618211408
"99","1221_0832_blob_882",8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"2-Deoxypentofuranose, 3TMS derivative",660,"myrc_ox_L_blob_694",705,0.000412647060665994,0.0633705834493537,0.230717631063636
"100","1221_0832_blob_880",4,FALSE,NA,"some HC influence but not clear",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",676,"limonox_S_blob_931",651,9.24363666798349e-05,0.0339718247071164,0.117693231121791
"101","1221_0832_blob_877",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",665,"bcp_ox_L_blob_18",477,0.000134819419045058,0.0339718247071164,NA
"102","1221_0832_blob_876",8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"1,4-Heptadiene, 6-methyl-5,6-bis(trimethylsilyloxy)-",637,"limonox_S_blob_1120",651,0.000743327283870124,0.0633705834493537,0.117693231121791
"103","1221_0832_blob_874",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"3-Butenoic acid, 3-(trimethylsiloxy)-, trimethylsilyl ester",669,"limonox_S_blob_685",611,0.000868531998340621,0.172096192979959,0.117693231121791
"104","1221_0832_blob_873",7,FALSE,NA,"total myserty",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",673,"myrc_ox_L_blob_801",683,0.000193611483323054,0.057495434307447,0.117693231121791
"105","1221_0832_blob_872",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",611,"apin_ox_S_blob_616",640,0.001025429827211,0.172096192979959,0.230717631063636
"106","1221_0832_blob_867",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"Tartaric acid (2R,3R)-, 3TMS derivative",625,"apin_ox_S_blob_616",574,0.000213116311751038,0.172096192979959,0.230717631063636
"107","1221_0832_blob_864",12,TRUE,"UP",NA,3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",647,"apin_ox_S_blob_616",721,0.00157546840873733,0.0649182550729844,0.230717631063636
"108","1221_0832_blob_862",7,FALSE,NA,"total myserty",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"Tripropylene glycol monomethyl ether, TMS derivative",776,"myrc_ox_L_blob_801",594,1.04402298664242e-05,0.057495434307447,0.117693231121791
"109","1221_0832_blob_861",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"2-Methyl-Z-4-tetradecene",741,"bcp_ox_L_blob_18",342,3.03929202950851e-05,0.0339718247071164,NA
"110","1221_0832_blob_860",5,FALSE,NA,"IEPOX and LOOOA",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",635,"limonox_L_blob_657",813,0.00342678276458875,0.020926692898477,0.117693231121791
"111","1221_0832_blob_857",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"1-Decanol, 10-[(tetrahydro-2H-pyran-2-yl)oxy]-",677,"limonox_S_blob_687",383,0.000123567630054231,0.0339718247071164,NA
"112","1221_0832_blob_855",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",638,"apin_ox_L_blob_532",790,0.00120567136268713,0.172096192979959,0.230717631063636
"113","1221_0832_blob_850",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",695,"limonox_S_blob_649",648,0.000142270781265947,0.043048536918008,0.230717631063636
"114","1221_0832_blob_847",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"tert-Hexadecanethiol",743,"apin_ox_S_blob_751",358,2.6779043147832e-05,0.0339718247071164,NA
"115","1221_0832_blob_846",9,FALSE,NA,"some amd HC and BB but none strong",5,FALSE,NA,"only correlation is with MOBBOA but its really not strong",NA,NA,"Phthalic acid, butyl 3-methylbutyl ester",823,"bcp_ox_L_blob_771",352,0.000536801327357317,0.348714464682746,0.0424769087931355
"116","1221_0832_blob_844",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",650,"limonox_S_blob_823",659,0.000252459037414479,0.172096192979959,0.117693231121791
"117","1221_0832_blob_843",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,"myrc_ox_L_blob_573",638,0.000134630353954701,0.172096192979959,0.230717631063636
"118","1221_0832_blob_842",4,FALSE,NA,"some HC influence but not clear",6,FALSE,NA,"no strong corr with anything, a tiny bit with IEPOX","FAME18 (Methyl Stearate)",NA,"Methyl stearate",775,"limonox_S_blob_687",381,0.000180571715864438,0.0339718247071164,0.0254276438988571
"119","1221_0832_blob_841",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"Disiloxane, hexamethyl-",783,"limonox_S_blob_633",636,0.0248805871050182,0.0466785412509809,0.230717631063636
"120","1221_0832_blob_836",7,FALSE,NA,"total myserty",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"Tripropylene glycol monomethyl ether, TMS derivative",790,"apin_ox_S_blob_648",524,1.40115236199337e-05,0.057495434307447,0.117693231121791
"121","1221_0832_blob_834",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"2-Bromosebacic acid, 2TMS derivative",658,"limonox_S_blob_649",637,0.000132826175442449,0.172096192979959,0.230717631063636
"122","1221_0832_blob_831",9,FALSE,NA,"some amd HC and BB but none strong",5,FALSE,NA,"only correlation is with MOBBOA but its really not strong",NA,NA,"Phthalic acid, 6-ethyl-3-octyl butyl ester",826,"bcp_ox_L_blob_890",344,0.000550149042637031,0.348714464682746,0.0424769087931355
"123","1221_0832_blob_829",8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",1,FALSE,NA,"some anthro influence and IEPOX but none strong",NA,NA,"Bis(1-chloro-2-propyl)(3-chloro-1-propyl)phosphate",560,"myrc_ox_L_blob_801",546,0.000691598514513245,0.0633705834493537,0.0205401784224247
"124","1221_0832_blob_826",4,FALSE,NA,"some HC influence but not clear",5,FALSE,NA,"only correlation is with MOBBOA but its really not strong",NA,NA,"Sulfurous acid, octadecyl pentyl ester",785,"apin_ox_S_blob_751",319,7.72580231788234e-05,0.0339718247071164,0.0424769087931355
"125","1221_0832_blob_823",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"3,4-Dihydroxy-5-methyl-dihydrofuran-2-one, (D)-, 2TMS derivative",688,"myrc_ox_L_blob_613",673,0.00295252677953074,0.0466785412509809,0.230717631063636
"126","1221_0832_blob_822",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"9,12,15-Octadecatrienoic acid, 2-(acetyloxy)-1-[(acetyloxy)methyl]ethyl ester, (Z,Z,Z)-",665,"bcp_ox_L_blob_18",483,0.000101880099358963,0.0339718247071164,NA
"127","1221_0832_blob_820",12,TRUE,"UP",NA,3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",642,"limonox_S_blob_593",648,0.00356514749267867,0.0649182550729844,0.230717631063636
"128","1221_0832_blob_819",4,FALSE,NA,"some HC influence but not clear",5,FALSE,NA,"only correlation is with MOBBOA but its really not strong",NA,NA,"Sulfurous acid, butyl heptadecyl ester",808,"apin_ox_S_blob_751",312,7.57655246427946e-05,0.0339718247071164,0.0424769087931355
"129","1221_0832_blob_818",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"tert-Hexadecanethiol",771,"apin_ox_S_blob_751",380,2.20527354363917e-05,0.0339718247071164,NA
"130","1221_0832_blob_817",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"Docosyl octyl ether",769,"apin_ox_S_blob_751",344,4.65714137224553e-05,0.0339718247071164,NA
"131","1221_0832_blob_815",12,TRUE,"UP",NA,7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",672,"limonox_S_blob_888",611,0.000106462223516621,0.0649182550729844,0.117693231121791
"132","1221_0832_blob_811",11,TRUE,"UP","Phthalic acid here; also some bb influence",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Erythritol, 4TMS derivative",719,"limonox_S_blob_685",533,1.41623144283377e-05,0.172096192979959,0.525616925600794
"133","1221_0832_blob_808",4,FALSE,NA,"some HC influence but not clear",1,FALSE,NA,"some anthro influence and IEPOX but none strong",NA,NA,"2(3H)-Furanone, 5-dodecyldihydro-",802,"apin_ox_S_blob_751",361,0.000955742527785201,0.0339718247071164,0.0205401784224247
"134","1221_0832_blob_807",13,TRUE,"UP",NA,3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"Silane, [(1-methoxy-1,3-propanediyl)bis(oxy)]bis[trimethyl-",721,"limonox_S_blob_730",621,0.0015509044631408,0.0242284099717432,0.230717631063636
"135","1221_0832_blob_805",5,FALSE,NA,"IEPOX and LOOOA",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"Isoxazolo[2,3-b]benz[1,2]oxazine, perhydro-2-methoxycarbonyl-10-methyl-5a-trimethylsilyloxy-",646,"limonox_S_blob_888",593,0.000401589517662005,0.020926692898477,0.230717631063636
"136","1221_0832_blob_802",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"tert-Hexadecanethiol",756,"apin_ox_S_blob_751",330,5.75905841901526e-05,0.0339718247071164,NA
"137","1221_0832_blob_801",13,TRUE,"UP",NA,3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",603,"limonox_L_blob_578",612,0.000345363948188669,0.0242284099717432,0.230717631063636
"138","1221_0832_blob_8",7,FALSE,NA,"total myserty",2,TRUE,"BB","not strong anywhere, but some LOBBOA and IEPOX",NA,NA,"Methyl 2,2-dimethyl-3,6,9,12-tetraoxa-2-silatetradecan-14-oate",822,"myrc_ox_L_blob_562",497,0.000402688666701965,0.057495434307447,0.003320537964288
"139","1221_0832_blob_797",12,TRUE,"UP",NA,3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"4-Propylacridine",649,"apin_ox_S_blob_592",394,0.000620502170242451,0.0649182550729844,0.230717631063636
"140","1221_0832_blob_796",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"cis-1,4-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",681,"myrc_ox_L_blob_594",825,0.00682832923068469,0.172096192979959,0.230717631063636
"141","1221_0832_blob_791",7,FALSE,NA,"total myserty",NA,NA,NA,NA,NA,NA,"Tripropylene glycol monomethyl ether, TMS derivative",749,"limonox_S_blob_649",532,4.19109656668647e-06,0.057495434307447,NA
"142","1221_0832_blob_790",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"2-Methyl-Z-4-tetradecene",736,"apin_ox_S_blob_751",357,2.55941640412175e-05,0.0339718247071164,NA
"143","1221_0832_blob_787",4,FALSE,NA,"some HC influence but not clear",5,FALSE,NA,"only correlation is with MOBBOA but its really not strong",NA,NA,"Tetracontane, 3,5,24-trimethyl-",793,"apin_ox_S_blob_751",320,0.000112487715022559,0.0339718247071164,0.0424769087931355
"144","1221_0832_blob_786",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"Hexanedioic acid, 2-trimethylsilyloxy-, bis(trimethylsilyl) ester",686,"myrc_ox_L_blob_735",680,0.001132593516277,0.172096192979959,0.117693231121791
"145","1221_0832_blob_785",10,TRUE,"BB","Levoglucosan here",4,TRUE,"BB","very strong BB corr- the strongest factor","C31",NA,"Sulfurous acid, octadecyl pentyl ester",812,"apin_ox_S_blob_751",314,0.00205945186252583,0.10139608802959,0.525616925600794
"146","1221_0832_blob_784",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"tert-Hexadecanethiol",767,"apin_ox_S_blob_751",366,6.63285666908553e-05,0.0339718247071164,NA
"147","1221_0832_blob_781",4,FALSE,NA,"some HC influence but not clear",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"tert-Hexadecanethiol",754,"apin_ox_S_blob_751",339,2.338731625433e-05,0.0339718247071164,0.525616925600794
"148","1221_0832_blob_778",4,FALSE,NA,"some HC influence but not clear",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"Tridecane, 6-cyclohexyl-",750,"apin_ox_S_blob_751",344,2.45237894947258e-05,0.0339718247071164,0.525616925600794
"149","1221_0832_blob_777",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",668,"limonox_S_blob_888",637,0.000164191797261508,0.043048536918008,0.117693231121791
"150","1221_0832_blob_773",NA,NA,NA,NA,2,TRUE,"BB","not strong anywhere, but some LOBBOA and IEPOX",NA,NA,"Ethyltriethylene glycol, TBDMS derivative",739,"apin_ox_L_blob_550",620,0.000214048245327934,NA,0.003320537964288
"151","1221_0832_blob_771",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"3,4-Dimethyl-1-pentamethyldisilyloxycyclohexane",701,"myrc_ox_L_blob_649",628,8.84203880529164e-05,0.172096192979959,0.230717631063636
"152","1221_0832_blob_768",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"1-Dodecanol, 2-octyl-",750,"bcp_ox_L_blob_18",339,2.14699465417312e-05,0.0339718247071164,NA
"153","1221_0832_blob_764",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"tert-Hexadecanethiol",764,"apin_ox_S_blob_751",332,2.90577173804698e-05,0.0339718247071164,NA
"154","1221_0832_blob_762",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",659,"apin_ox_S_blob_677",578,0.000148974806159516,0.172096192979959,0.117693231121791
"155","1221_0832_blob_759",12,TRUE,"UP",NA,3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"2-Isopropyl-3-keto-trimethylsilylbutyrate",698,"limonox_S_blob_713",565,0.00224840102318899,0.0649182550729844,0.230717631063636
"156","1221_0832_blob_758",NA,NA,NA,NA,3,TRUE,"UP","strogn urban plume corr and strong IEPOX","gamma dodecalactone",NA,"10-Methylundecan-4-olide",781,"bcp_ox_L_blob_729",453,0.000199734286489791,NA,0.230717631063636
"157","1221_0832_blob_756",4,FALSE,NA,"some HC influence but not clear",5,FALSE,NA,"only correlation is with MOBBOA but its really not strong",NA,NA,"1-Decanol, 10-[(tetrahydro-2H-pyran-2-yl)oxy]-",730,"bcp_ox_L_blob_625",508,0.000318104991218893,0.0339718247071164,0.0424769087931355
"158","1221_0832_blob_752",4,FALSE,NA,"some HC influence but not clear",1,FALSE,NA,"some anthro influence and IEPOX but none strong",NA,NA,"Sulfurous acid, octadecyl 2-propyl ester",784,"apin_ox_S_blob_751",328,3.60889776749948e-05,0.0339718247071164,0.0205401784224247
"159","1221_0832_blob_749",7,FALSE,NA,"total myserty",6,FALSE,NA,"no strong corr with anything, a tiny bit with IEPOX",NA,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",674,"limonox_S_blob_648",648,0.000238347105021561,0.057495434307447,0.0254276438988571
"160","1221_0832_blob_748",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"3 Hydroxy-2,3-didehydrosebacic acid, tris(trimethylsilyl) derivative",725,"myrc_ox_L_blob_613",620,0.0007505961535298,0.172096192979959,0.230717631063636
"161","1221_0832_blob_747",10,TRUE,"BB","Levoglucosan here",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2,6-dimethoxybenzene-1,4-bis(trimethylsilyloxy)-",665,"limonox_S_blob_595",399,0.00161331462200244,0.10139608802959,0.525616925600794
"162","1221_0832_blob_746",8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",625,"limonox_S_blob_871",676,0.000606920180350818,0.0633705834493537,0.117693231121791
"163","1221_0832_blob_745",4,FALSE,NA,"some HC influence but not clear",4,TRUE,"BB","very strong BB corr- the strongest factor","C30",NA,"Sulfurous acid, butyl heptadecyl ester",782,"apin_ox_S_blob_751",350,0.000964325293901811,0.0339718247071164,0.525616925600794
"164","1221_0832_blob_743",10,TRUE,"BB","Levoglucosan here",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",679,"myrc_ox_L_blob_709",670,0.000110276388265108,0.10139608802959,0.117693231121791
"165","1221_0832_blob_739",12,TRUE,"UP",NA,3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"Tris(trimethylsiloxy)ethylene",702,"myrc_ox_L_blob_542",554,0.000689975201320085,0.0649182550729844,0.230717631063636
"166","1221_0832_blob_734",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,"C29",NA,"2-Methyl-Z-4-tetradecene",756,"apin_ox_S_blob_751",362,4.30701987691797e-05,0.0339718247071164,NA
"167","1221_0832_blob_732",8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",10,TRUE,"BB","only correlations are ams HC and BB tracer",NA,NA,"Pentaethylene glycol, 2TMS derivative",814,"limonox_S_blob_633",507,4.1689550692063e-06,0.0633705834493537,0.00618291618211408
"168","1221_0832_blob_731",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)",696,"apin_ox_L_blob_553",610,0.000227104143421842,0.172096192979959,0.230717631063636
"169","1221_0832_blob_730",6,TRUE,"BB",NA,4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"2-Phenyl-1,2-propanediol, 2TMS derivative",629,"limonox_S_blob_659",446,0.00277741969804593,0.0231549757315948,0.525616925600794
"170","1221_0832_blob_729",13,TRUE,"UP",NA,3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"Isoborneol, pentamethyldisilanyl ether",629,"limonox_S_blob_671",576,0.000230233907361489,0.0242284099717432,0.230717631063636
"171","1221_0832_blob_723",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"7-Oxooctanoic acid, 2-trimethylsilylethyl ester",699,"limonox_S_blob_1066",629,0.000164450830200336,0.172096192979959,0.117693231121791
"172","1221_0832_blob_720",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"Sulfurous acid, butyl heptadecyl ester",769,"apin_ox_S_blob_751",350,5.18360192098889e-05,0.0339718247071164,NA
"173","1221_0832_blob_719",12,TRUE,"UP",NA,3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"3,6,10-Trioxa-2,11-disiladodecane, 2,2,11,11-tetramethyl-",697,"myrc_ox_L_blob_718",556,0.00767463313124141,0.0649182550729844,0.230717631063636
"174","1221_0832_blob_718",11,TRUE,"UP","Phthalic acid here; also some bb influence",9,FALSE,NA,"decent MOOOA correlation",NA,NA,"4-Propylacridine",685,"limonox_S_blob_633",488,0.000464292164142077,0.172096192979959,0.017819936581507
"175","1221_0832_blob_717",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"4-Pentenoic acid, TMS derivative",733,"limonox_L_blob_662",866,0.000963585957811847,0.172096192979959,0.230717631063636
"176","1221_0832_blob_714",4,FALSE,NA,"some HC influence but not clear",1,FALSE,NA,"some anthro influence and IEPOX but none strong",NA,NA,"Sulfurous acid, butyl heptadecyl ester",807,"apin_ox_S_blob_751",321,0.000111876743776683,0.0339718247071164,0.0205401784224247
